Nr.   Classes Functions      NCSS  Javadocs Package
  1        80      1070      8139       760 org.apache.commons.collections4
  2        28       281      1600       154 org.apache.commons.collections4.bag
  3        23       321      2801       196 org.apache.commons.collections4.bidimap
  4        17       259      1656       150 org.apache.commons.collections4.collection
  5        15       123       811        99 org.apache.commons.collections4.comparators
  6        63       294      1551       323 org.apache.commons.collections4.functors
  7        84       732      4981       478 org.apache.commons.collections4.iterators
  8        14        99       597        79 org.apache.commons.collections4.keyvalue
  9        24       422      4467       251 org.apache.commons.collections4.list
 10        69      1051      9009       719 org.apache.commons.collections4.map
 11        13       205      1716        83 org.apache.commons.collections4.multimap
 12        12       157      1135        94 org.apache.commons.collections4.multiset
 13        10       133       802        69 org.apache.commons.collections4.queue
 14        10        37       302        44 org.apache.commons.collections4.sequence
 15        34       359      1919       163 org.apache.commons.collections4.set
 16         3        32       175        15 org.apache.commons.collections4.splitmap
 17         8       128      1612       110 org.apache.commons.collections4.trie
 18         1         6        54         2 org.apache.commons.collections4.trie.analyzer
    --------- --------- --------- ---------
          508      5709     43327      3789 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    18.00    508.00   5709.00  43327.00   3789.00 | Project
              28.22    317.17   2407.06    210.50 | Package
                        11.24     85.29      7.46 | Class
                                   7.59      0.66 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   42         7       0        1 org.apache.commons.collections4.ArrayStackTest
  2   65         8       0        1 org.apache.commons.collections4.BagUtilsTest
  3  103         8       1        2 org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapTest
  4   11         5       0        3 org.apache.commons.collections4.bidimap.DualLinkedHashBidiMapTest
  5   19         9       0        2 org.apache.commons.collections4.bidimap.TreeBidiMapTest
  6   34        13       0        2 org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMapTest
  7   36        14       0        1 org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMapTest
  8   15         4       0        3 org.apache.commons.collections4.bidimap.DualTreeBidiMapTest
  9  302        29       3        7 org.apache.commons.collections4.bidimap.AbstractBidiMapTest
 10   30        11       0        2 org.apache.commons.collections4.bidimap.UnmodifiableBidiMapTest
 11   24         6       1        3 org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapDecoratorTest
 12   74        11       1        2 org.apache.commons.collections4.bidimap.DualTreeBidiMap2Test
 13    9         4       0        3 org.apache.commons.collections4.bidimap.DualHashBidiMapTest
 14  463        21       0        3 org.apache.commons.collections4.bidimap.AbstractSortedBidiMapTest
 15   18         3       0        2 org.apache.commons.collections4.TestUtils
 16  129        10       1        1 org.apache.commons.collections4.SetUtilsTest
 17  204        26       3        6 org.apache.commons.collections4.collection.CompositeCollectionTest
 18   33        11       0        1 org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest
 19   47        10       1        1 org.apache.commons.collections4.collection.TransformedCollectionTest
 20   13         5       0        1 org.apache.commons.collections4.collection.SynchronizedCollectionTest
 21   71        16       1        1 org.apache.commons.collections4.collection.IndexedCollectionTest
 22   48        11       1        1 org.apache.commons.collections4.collection.PredicatedCollectionTest
 23  546        48       0       46 org.apache.commons.collections4.collection.AbstractCollectionTest
 24   58         7       1        4 org.apache.commons.collections4.collection.PredicatedCollectionBuilderTest
 25   30        10       0        1 org.apache.commons.collections4.collection.UnmodifiableCollectionTest
 26   18         5       0        1 org.apache.commons.collections4.MockTestCase
 27  237        12       2        2 org.apache.commons.collections4.ClosureUtilsTest
 28  350        65       0        2 org.apache.commons.collections4.PredicateUtilsTest
 29   49         6       0        1 org.apache.commons.collections4.ComparatorUtilsTest
 30  119        16       3        2 org.apache.commons.collections4.FactoryUtilsTest
 31   16         5       0        1 org.apache.commons.collections4.functors.AbstractPredicateTest
 32    5         2       0        1 org.apache.commons.collections4.functors.AbstractClosureTest
 33   14         4       0        5 org.apache.commons.collections4.functors.AbstractAnyAllOnePredicateTest
 34   27         9       0       10 org.apache.commons.collections4.functors.AllPredicateTest
 35    9         3       0        0 org.apache.commons.collections4.functors.NullPredicateTest
 36   36         6       1        0 org.apache.commons.collections4.functors.ComparatorPredicateTest
 37   35         5       3        0 org.apache.commons.collections4.functors.CatchAndRethrowClosureTest
 38   31        11       0       12 org.apache.commons.collections4.functors.AbstractCompositePredicateTest
 39   20         4       1        0 org.apache.commons.collections4.functors.EqualPredicateTest
 40   19         5       0        6 org.apache.commons.collections4.functors.AbstractMockPredicateTest
 41   17         4       0        2 org.apache.commons.collections4.AbstractArrayListTest
 42   90        11       0        7 org.apache.commons.collections4.comparators.FixedOrderComparatorTest
 43   44         2       2        3 org.apache.commons.collections4.comparators.AbstractNullComparatorTest
 44   25         5       0        3 org.apache.commons.collections4.comparators.ReverseComparatorTest
 45   72        12       0        1 org.apache.commons.collections4.comparators.BooleanComparatorTest
 46   15         4       0        1 org.apache.commons.collections4.comparators.ComparableComparatorTest
 47   22         5       0        1 org.apache.commons.collections4.comparators.TransformingComparatorTest
 48   65        14       0       14 org.apache.commons.collections4.comparators.AbstractComparatorTest
 49  110         9       3        1 org.apache.commons.collections4.comparators.ComparatorChainTest
 50   55         3       1        2 org.apache.commons.collections4.MapPerformance
 51   71         5       3        1 org.apache.commons.collections4.splitmap.TransformedSplitMapTest
 52  104         8      13        1 org.apache.commons.collections4.SplitMapUtilsTest
 53 1205       106      11        4 org.apache.commons.collections4.CollectionUtilsTest
 54   16         5       0        2 org.apache.commons.collections4.AbstractTreeMapTest
 55  279        27       4        1 org.apache.commons.collections4.FluentIterableTest
 56  311        12       0        1 org.apache.commons.collections4.trie.PatriciaTrieTest
 57   33        11       0        2 org.apache.commons.collections4.trie.UnmodifiableTrieTest
 58   11         5       0        1 org.apache.commons.collections4.trie.PatriciaTrie2Test
 59   72        10       1        1 org.apache.commons.collections4.map.PredicatedSortedMapTest
 60   78         9       0        1 org.apache.commons.collections4.map.TransformedSortedMapTest
 61   34         8       0        2 org.apache.commons.collections4.map.StaticBucketMapTest
 62  292        20       1        1 org.apache.commons.collections4.map.Flat3MapTest
 63  310        21       2        3 org.apache.commons.collections4.map.ListOrderedMapTest
 64   32         6       1        1 org.apache.commons.collections4.map.LazyMapTest
 65   25         7       0        2 org.apache.commons.collections4.map.HashedMapTest
 66  126        19       1        1 org.apache.commons.collections4.map.PassiveExpiringMapTest
 67   26         9       0        1 org.apache.commons.collections4.map.UnmodifiableOrderedMapTest
 68  111        11       1        7 org.apache.commons.collections4.map.AbstractOrderedMapTest
 69   43         8       0        1 org.apache.commons.collections4.map.LazySortedMapTest
 70  301        36       0        1 org.apache.commons.collections4.map.MultiValueMapTest
 71   26         9       0        1 org.apache.commons.collections4.map.UnmodifiableSortedMapTest
 72   15         6       0        1 org.apache.commons.collections4.map.FixedSizeMapTest
 73   19         8       0        1 org.apache.commons.collections4.map.FixedSizeSortedMapTest
 74   50        10       0        2 org.apache.commons.collections4.map.ReferenceMapTest
 75  158        13       4        8 org.apache.commons.collections4.map.AbstractSortedMapTest
 76   67         7       1        1 org.apache.commons.collections4.map.DefaultedMapTest
 77   63         6       0        1 org.apache.commons.collections4.map.TransformedMapTest
 78   69        10       0        2 org.apache.commons.collections4.map.CaseInsensitiveMapTest
 79   45        14       0        1 org.apache.commons.collections4.map.SingletonMapTest
 80  569        23      12        3 org.apache.commons.collections4.map.LRUMapTest
 81    7         3       0        1 org.apache.commons.collections4.map.EmptyMapMutator
 82  158        15       1        4 org.apache.commons.collections4.map.LinkedMapTest
 83  310        23       0        2 org.apache.commons.collections4.map.MultiKeyMapTest
 84   26         9       0        1 org.apache.commons.collections4.map.UnmodifiableMapTest
 85   91         8       1        5 org.apache.commons.collections4.map.AbstractIterableMapTest
 86   38        11       1       13 org.apache.commons.collections4.map.IdentityMap
 87   94        13       0        2 org.apache.commons.collections4.map.ReferenceIdentityMapTest
 88   97        14       3        1 org.apache.commons.collections4.map.CompositeMapTest
 89  876        79       3       68 org.apache.commons.collections4.map.AbstractMapTest
