Nr.   Classes Functions      NCSS  Javadocs Package
  1        38       713      3247       460 com.fasterxml.jackson.core
  2         4         8        33         7 com.fasterxml.jackson.core.async
  3         3       158      1004        32 com.fasterxml.jackson.core.base
  4         3        32       461         1 com.fasterxml.jackson.core.base64
  5         9       203      1636        37 com.fasterxml.jackson.core.filter
  6         6        27       236        24 com.fasterxml.jackson.core.format
  7        21       183      1872        50 com.fasterxml.jackson.core.io
  8        40       675     10666       116 com.fasterxml.jackson.core.json
  9        26       279      4685        21 com.fasterxml.jackson.core.json.async
 10        13        82      1287        22 com.fasterxml.jackson.core.main
 11        16       211      2810        15 com.fasterxml.jackson.core.read
 12        13       142      1484        47 com.fasterxml.jackson.core.sym
 13         4        43       150         1 com.fasterxml.jackson.core.testsupport
 14         4        33       132        18 com.fasterxml.jackson.core.type
 15        28       385      2075        99 com.fasterxml.jackson.core.util
 16         2         8        89         0 com.fasterxml.jackson.failing
 17         1         8        74         0 com.fasterxml.jackson.failing.async
 18         9        53       609         7 perf
    --------- --------- --------- ---------
          240      3243     32550       957 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    18.00    240.00   3243.00  32550.00    957.00 | Project
              13.33    180.17   1808.33     53.17 | Package
                        13.51    135.63      3.99 | Class
                                  10.04      0.30 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   33         5       0        1 perf.ManualSmallTokenRead
  2   33         5       0        1 perf.ManualIntRead
  3   54         6       0        0 perf.ParserTestBase
  4  172         9       4        0 perf.MediaItem
  5  128         6       0        0 perf.ManualCharAccessTest
  6   19         4       0        1 perf.EnumByBytesLookup
  7   67        10       0        3 perf.Trie
  8   47         5       0        0 perf.ManualReadPerfWithMedia
  9   36         3       1        1 perf.ConcurrencyReadTest
 10   41         2       0        0 com.fasterxml.jackson.core.sym.TestSymbolsWithMediaItem
 11   66         3       1        2 com.fasterxml.jackson.core.sym.TestHashCollisionChars
 12   44         7       0        1 com.fasterxml.jackson.core.sym.SymbolsViaParserTest
 13   53         7       1        2 com.fasterxml.jackson.core.sym.SymbolTableMergingTest
 14  213        17       0        1 com.fasterxml.jackson.core.sym.TestSymbolTables
 15   75         5       0        2 com.fasterxml.jackson.core.sym.TestByteBasedSymbols
 16  315        32       1        2 com.fasterxml.jackson.core.BaseTest
 17   11         4       0        0 com.fasterxml.jackson.core.testsupport.ThrottledInputStream
 18   31         2       0        1 com.fasterxml.jackson.core.testsupport.AsyncReaderWrapperForByteArray
 19   41        18       0        0 com.fasterxml.jackson.core.testsupport.MockDataInput
 20   47        19       0        0 com.fasterxml.jackson.core.testsupport.AsyncReaderWrapper
 21  177         4       0        0 com.fasterxml.jackson.core.PointerFromContextTest
 22  151         4       4        2 com.fasterxml.jackson.core.util.TestDelegates
 23   35         3       0        1 com.fasterxml.jackson.core.util.SeparatorsTest
 24   59         6       0        1 com.fasterxml.jackson.core.util.TestNumberPrinting
 25  126        16       0        1 com.fasterxml.jackson.core.util.TestTextBuffer
 26   15         2       0        1 com.fasterxml.jackson.core.util.DefaultIndenterTest
 27   96         9       1        0 com.fasterxml.jackson.core.util.TestDefaultPrettyPrinter
 28   16         4       0        1 com.fasterxml.jackson.core.util.VersionUtilTest
 29   13         5       0        0 com.fasterxml.jackson.core.util.TestVersionUtil
 30   32         2       0        1 com.fasterxml.jackson.core.util.TestSerializedString
 31   16         1       0        0 com.fasterxml.jackson.core.util.ByteArrayBuilderTest
 32   13         4       0        1 com.fasterxml.jackson.core.util.RequestPayloadTest
 33    8         1       0        0 com.fasterxml.jackson.core.util.TestCharTypes
 34   21         4       0        1 com.fasterxml.jackson.core.TestVersions
 35  113        10       0        0 com.fasterxml.jackson.core.TestJsonPointer
 36  222        17       0        0 com.fasterxml.jackson.core.read.TrailingCommasTest
 37  172         7       0        0 com.fasterxml.jackson.core.read.NumberCoercionTest
 38  134         8       0        0 com.fasterxml.jackson.core.read.ValueConversionsTest
 39  441        31       0        6 com.fasterxml.jackson.core.read.JsonParserTest
 40  357        22       0        2 com.fasterxml.jackson.core.read.NonStandardParserFeaturesTest
 41  363        24       0        0 com.fasterxml.jackson.core.read.NextXxxAccessTest
 42  147        17       0        2 com.fasterxml.jackson.core.read.CommentParsingTest
 43   77         5       0        0 com.fasterxml.jackson.core.read.NumberOverflowTest
 44  365        30       0        3 com.fasterxml.jackson.core.read.NumberParsingTest
 45   27         3       0        0 com.fasterxml.jackson.core.read.ParserSymbolHandlingTest
 46   65         9       0        0 com.fasterxml.jackson.core.read.ParserErrorHandlingTest
 47   28         3       0        0 com.fasterxml.jackson.core.read.UTF32ParseTest
 48   83         6       0        0 com.fasterxml.jackson.core.read.ParserDupHandlingTest
 49   92        14       0        1 com.fasterxml.jackson.core.read.ParserScopeMatchingTest
 50   23         3       0        0 com.fasterxml.jackson.core.read.DataInputTest
 51  142        12       0        1 com.fasterxml.jackson.core.read.UTF8NamesParseTest
 52   14         4       0        0 com.fasterxml.jackson.core.async.AsyncTestBase
 53  272        21       0        0 com.fasterxml.jackson.core.base64.Base64BinaryParsingTest
 54  106         6       0        1 com.fasterxml.jackson.core.base64.Base64GenerationTest
 55   71         5       0        0 com.fasterxml.jackson.core.base64.Base64CodecTest
 56   26         1       0        0 com.fasterxml.jackson.core.io.TestMergedStream
 57   43         1       0        0 com.fasterxml.jackson.core.io.TestIOContext
 58   28         1       0        0 com.fasterxml.jackson.core.io.SegmentedStringWriterTest
 59   79         9       0        0 com.fasterxml.jackson.core.io.TestJsonStringEncoder
 60  100         5       0        0 com.fasterxml.jackson.core.io.UTF8WriterTest
 61   12         1       0        0 com.fasterxml.jackson.core.io.TestCharTypes
 62   54         4       1        0 com.fasterxml.jackson.core.TestLocation
 63   21         5       0        1 com.fasterxml.jackson.core.VersionTest
 64   22         7       0        2 com.fasterxml.jackson.core.json.JsonParserClosedCaseTest
 65   49         2       0        0 com.fasterxml.jackson.core.json.LocationOffsetsTest
