Nr.   Classes Functions      NCSS  Javadocs Package
  1        21       443      3803       464 org.jfree.chart
  2        15       184      1554       199 org.jfree.chart.annotations
  3        13        84      1005       101 org.jfree.chart.annotations.junit
  4        43       744      7065       837 org.jfree.chart.axis
  5        35       276      3825       310 org.jfree.chart.axis.junit
  6        21       206      1580       225 org.jfree.chart.block
  7        13        67      1220        79 org.jfree.chart.block.junit
  8         3        14       208        17 org.jfree.chart.demo
  9         9        71       841        80 org.jfree.chart.editor
 10         6        33       151        39 org.jfree.chart.encoders
 11        11        90       448       101 org.jfree.chart.entity
 12         8        38       471        46 org.jfree.chart.entity.junit
 13        15        36       153        51 org.jfree.chart.event
 14         7        17       103        24 org.jfree.chart.imagemap
 15         3         9        43        12 org.jfree.chart.imagemap.junit
 16        31       211      2499       278 org.jfree.chart.junit
 17        33       197      1402       230 org.jfree.chart.labels
 18        21       143      1454       164 org.jfree.chart.labels.junit
 19        10        64       523        74 org.jfree.chart.needle
 20        11        51       470        62 org.jfree.chart.needle.junit
 21        42      1313     10751      1355 org.jfree.chart.plot
 22        16       273      1820       315 org.jfree.chart.plot.dial
 23        13        79      1147        92 org.jfree.chart.plot.dial.junit
 24        28       235      4111       263 org.jfree.chart.plot.junit
 25        14       246      1572       265 org.jfree.chart.renderer
 26        27       545      5418       574 org.jfree.chart.renderer.category
 27        25       222      2480       248 org.jfree.chart.renderer.category.junit
 28         9        57       948        68 org.jfree.chart.renderer.junit
 29        34       678      6600       757 org.jfree.chart.renderer.xy
 30        30       241      3023       271 org.jfree.chart.renderer.xy.junit
 31         1         1         6         2 org.jfree.chart.resources
 32         3        22       186        25 org.jfree.chart.servlet
 33         9       100       857       109 org.jfree.chart.text
 34        10       198      1583       208 org.jfree.chart.title
 35        10        59       732        69 org.jfree.chart.title.junit
 36        12        76       555        93 org.jfree.chart.ui
 37        12        54       440        66 org.jfree.chart.urls
 38         7        37       397        44 org.jfree.chart.urls.junit
 39        37       304      2445       339 org.jfree.chart.util
 40        10        70       931        79 org.jfree.chart.util.junit
 41        24       204      1351       228 org.jfree.data
 42         6        92       533        98 org.jfree.data.category
 43         4        49       531        53 org.jfree.data.category.junit
 44         4         9        34        13 org.jfree.data.function
 45         6       135       630       135 org.jfree.data.gantt
 46         6        54       707        60 org.jfree.data.gantt.junit
 47        26       208      1380       236 org.jfree.data.general
 48         7        79       862        86 org.jfree.data.general.junit
 49         1         6        66         7 org.jfree.data.io
 50         3        31       352        34 org.jfree.data.jdbc
 51        14       122      1539       138 org.jfree.data.junit
 52         6         6        36        12 org.jfree.data.resources
 53        18       268      1735       286 org.jfree.data.statistics
 54        13       107      1306       120 org.jfree.data.statistics.junit
 55        29       549      3457       583 org.jfree.data.time
 56        22       326      3129       353 org.jfree.data.time.junit
 57         4        41       188        45 org.jfree.data.time.ohlc
 58         5        32       339        37 org.jfree.data.time.ohlc.junit
 59         9        44       285        53 org.jfree.data.xml
 60        49       567      2664       616 org.jfree.data.xy
 61        35       307      3488       342 org.jfree.data.xy.junit
 62         1        15       155        16 org.jfree.experimental.chart.annotations
 63         1         7        97         8 org.jfree.experimental.chart.annotations.junit
 64         1         5       111         6 org.jfree.experimental.chart.demo
