Nr.   Classes Functions      NCSS  Javadocs Package
  1        57      1619     16046       888 org.apache.commons.lang3
  2        25       669      4988       420 org.apache.commons.lang3.builder
  3        24       212      1485       271 org.apache.commons.lang3.concurrent
  4         4        35       345        26 org.apache.commons.lang3.event
  5        11       128       877        83 org.apache.commons.lang3.exception
  6         6       203      2596       112 org.apache.commons.lang3.math
  7        17       277      1135       179 org.apache.commons.lang3.mutable
  8        12       174      2161        94 org.apache.commons.lang3.reflect
  9        12         4        63        12 org.apache.commons.lang3.reflect.testbed
 10        20       588      5627       429 org.apache.commons.lang3.text
 11        17        59       461        58 org.apache.commons.lang3.text.translate
 12        21       437      4559       362 org.apache.commons.lang3.time
 13        12        93       525        58 org.apache.commons.lang3.tuple
    --------- --------- --------- ---------
          238      4498     40868      2992 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    13.00    238.00   4498.00  40868.00   2992.00 | Project
              18.31    346.00   3143.69    230.15 | Package
                        18.90    171.71     12.57 | Class
                                   9.09      0.67 | Function

Nr. NCSS Functions Classes Javadocs Class
  1  103        18       0        1 org.apache.commons.lang3.mutable.MutableDoubleTest
  2   97        14       0        1 org.apache.commons.lang3.mutable.MutableShortTest
  3   65         9       0        1 org.apache.commons.lang3.mutable.MutableBooleanTest
  4  100        17       0        1 org.apache.commons.lang3.mutable.MutableLongTest
  5  103        18       0        1 org.apache.commons.lang3.mutable.MutableFloatTest
  6   96        17       0        1 org.apache.commons.lang3.mutable.MutableByteTest
  7   98        18       0        2 org.apache.commons.lang3.mutable.MutableIntTest
  8   46         5       0        1 org.apache.commons.lang3.mutable.MutableObjectTest
  9  201        20       0       20 org.apache.commons.lang3.LocaleUtilsTest
 10  329        14       0        1 org.apache.commons.lang3.CharSetTest
 11   58         7       0        1 org.apache.commons.lang3.CharUtilsPerfRun
 12  295        11       0        5 org.apache.commons.lang3.SystemUtilsTest
 13  122        11       2        1 org.apache.commons.lang3.AnnotationUtilsTest
 14   90         6       0        5 org.apache.commons.lang3.StringUtilsStartsEndsWithTest
 15  779        55      26        1 org.apache.commons.lang3.ClassUtilsTest
 16   62        10       0        1 org.apache.commons.lang3.tuple.TripleTest
 17   56         9       0        1 org.apache.commons.lang3.tuple.PairTest
 18   45         6       0        1 org.apache.commons.lang3.tuple.ImmutablePairTest
 19   47         8       0        1 org.apache.commons.lang3.tuple.MutablePairTest
 20   56         6       0        1 org.apache.commons.lang3.tuple.ImmutableTripleTest
 21   58         8       0        1 org.apache.commons.lang3.tuple.MutableTripleTest
 22  240        29       0        8 org.apache.commons.lang3.StringEscapeUtilsTest
 23  391        13       0        1 org.apache.commons.lang3.ArrayUtilsAddTest
 24    5         0       0        1 org.apache.commons.lang3.reflect.testbed.PubliclyShadowedChild
 25    1         0       0        1 org.apache.commons.lang3.reflect.testbed.GenericParent
 26    1         0       0        1 org.apache.commons.lang3.reflect.testbed.Ambig
 27    2         0       0        1 org.apache.commons.lang3.reflect.testbed.Bar
