Nr.   Classes Functions      NCSS  Javadocs Package
  1        13        66       501        63 .
  2        29       248      2666       194 com.google.debugging.sourcemap
  3         1         3       707         0 com.google.debugging.sourcemap.proto
  4       474     11535     80545      3510 com.google.javascript.jscomp
  5         3        46       357        31 com.google.javascript.jscomp.ant
  6        14       119       964        70 com.google.javascript.jscomp.deps
  7         5        46       435         8 com.google.javascript.jscomp.fuzzing
  8        23       206      1574       117 com.google.javascript.jscomp.graph
  9        16       319      2879        74 com.google.javascript.jscomp.jsonml
 10        13       859      5565        84 com.google.javascript.jscomp.parsing
 11         4        47      1466        27 com.google.javascript.jscomp.regex
 12         1         3        58         0 com.google.javascript.jscomp.regtests
 13         2         9        40         4 com.google.javascript.jscomp.testing
 14         5        34       709        36 com.google.javascript.jscomp.type
 15         3         8        93         5 com.google.javascript.jscomp.webservice.common
 16        14       636      3832       313 com.google.javascript.rhino
 17        65      1206      8764       506 com.google.javascript.rhino.jstype
 18         5        43       402        13 com.google.javascript.rhino.testing
 19         9       150      3482        76 org.mozilla.classfile
 20       105      2028     28772       679 org.mozilla.javascript
 21         0         0        19         0 org.mozilla.javascript.annotations
 22        69       809      3279       539 org.mozilla.javascript.ast
 23         5        27       235        19 org.mozilla.javascript.commonjs.module
 24        12        56       471        46 org.mozilla.javascript.commonjs.module.provider
 25         4        20        31        20 org.mozilla.javascript.debug
 26         1         8        67         0 org.mozilla.javascript.jdk13
 27         1         3        29         1 org.mozilla.javascript.jdk15
 28         1        16       281         1 org.mozilla.javascript.json
 29         8       198      4012        37 org.mozilla.javascript.optimizer
 30        12        97      2625        10 org.mozilla.javascript.regexp
 31         2        12        97         9 org.mozilla.javascript.serialize
 32         2        19       182         3 org.mozilla.javascript.tools
 33        23       215      2692       291 org.mozilla.javascript.tools.debugger
 34         4        30       202        27 org.mozilla.javascript.tools.debugger.treetable
 35         5        87      1061         0 org.mozilla.javascript.tools.idswitch
 36         1        11       219         6 org.mozilla.javascript.tools.jsc
 37        16       154      1867        43 org.mozilla.javascript.tools.shell
 38         5        40       387         0 org.mozilla.javascript.v8dtoa
 39         2        34        75        16 org.mozilla.javascript.xml
 40        11       366      3851       186 org.mozilla.javascript.xml.impl.xmlbeans
 41        11       464      3740        29 org.mozilla.javascript.xmlimpl
    --------- --------- --------- ---------
          999     20277    169233      7093 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    41.00    999.00  20277.00 169233.00   7093.00 | Project
              24.37    494.56   4127.63    173.00 | Package
                        20.30    169.40      7.10 | Class
                                   8.35      0.35 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   46         6       1        1 com.google.debugging.sourcemap.Base64VLQTest
  2  128        18       2        5 com.google.debugging.sourcemap.SourceMapTestCase
  3   12         3       0        1 com.google.debugging.sourcemap.Base64Test
  4   51        19       0        1 com.google.debugging.sourcemap.SourceMapGeneratorV1Test
  5  220        18       0        0 com.google.debugging.sourcemap.SourceMapConsumerV1Test
  6   78        10       0        0 com.google.debugging.sourcemap.SourceMapConsumerV2Test
  7  123        26       1        1 com.google.debugging.sourcemap.SourceMapGeneratorV3Test
  8   94        22       0        1 com.google.debugging.sourcemap.SourceMapGeneratorV2Test
  9  173        15       0        4 com.google.javascript.jscomp.LinkedFlowScopeTest
 10   57        25       0        1 com.google.javascript.jscomp.RuntimeTypeCheckTest
 11   87        24       0        1 com.google.javascript.jscomp.CheckEventfulObjectDisposalTest
 12   32        12       1        1 com.google.javascript.jscomp.FunctionTypeBuilderTest
 13   16         4       1        1 com.google.javascript.jscomp.OptimizeCallsTest
 14  291        32       1        1 com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest
 15  390        40       0        1 com.google.javascript.jscomp.jsonml.JsonMLConversionTest
 16   24         5       0        1 com.google.javascript.jscomp.jsonml.SecureCompilerTest
 17  184        42       0        1 com.google.javascript.jscomp.jsonml.JsonMLValidationTest
 18   21         2       0        1 com.google.javascript.jscomp.MemoizedScopeCreatorTest
 19   72         7       2        2 com.google.javascript.jscomp.SimpleFunctionAliasAnalysisTest
 20   36        16       0        1 com.google.javascript.jscomp.NameAnonymousFunctionsTest
 21   14         2       0        1 com.google.javascript.jscomp.CompilerOptionsTest
 22  139        45       1        1 com.google.javascript.jscomp.FunctionArgumentInjectorTest
 23   57        24       0        1 com.google.javascript.jscomp.ControlStructureCheckTest
 24  193        44       1        4 com.google.javascript.jscomp.PeepholeIntegrationTest
 25   19         9       0        1 com.google.javascript.jscomp.ObjectPropertyStringPreprocessTest
 26   87        17       0        1 com.google.javascript.jscomp.AliasStringsTest
 27  113        15       5        3 com.google.javascript.jscomp.SpecializeModuleTest
 28   62        13       0        1 com.google.javascript.jscomp.JsMessageExtractorTest
 29  695       339       1        3 com.google.javascript.jscomp.NameAnalyzerTest
 30   43        10       1        1 com.google.javascript.jscomp.TypeValidatorTest
 31  119        17       2        2 com.google.javascript.jscomp.SideEffectsAnalysisTest
 32   12         5       0        1 com.google.javascript.jscomp.MoveFunctionDeclarationsTest
 33   92        29       0       12 com.google.javascript.jscomp.AliasExternalsTest
 34   15         1       0        1 com.google.javascript.jscomp.XtbMessageBundleTest
 35  105        14       0        1 com.google.javascript.jscomp.fuzzing.FuzzerTest
 36   15         4       0        3 com.google.javascript.jscomp.fuzzing.ControlledRandom
 37  121        49       1        1 com.google.javascript.jscomp.CheckGlobalNamesTest
 38  101         7       5        2 com.google.javascript.jscomp.NodeTraversalTest
 39  112         6       3        7 com.google.javascript.jscomp.CombinedCompilerPassTest
 40   71        20       0        1 com.google.javascript.jscomp.FunctionRewriterTest
 41   75        16       8        1 com.google.javascript.jscomp.MultiPassTest
 42   70        20       0        1 com.google.javascript.jscomp.ExtractPrototypeMemberDeclarationsTest
 43   83        25       0        2 com.google.javascript.jscomp.ShadowVariables2Test
 44  221        53       1        2 com.google.javascript.jscomp.DeadAssignmentsEliminationTest
 45   81        23       0        1 com.google.javascript.jscomp.StatementFusionTest
 46  134        45       0        1 com.google.javascript.jscomp.RenamePropertiesTest
 47  307        86       1        1 com.google.javascript.jscomp.ProcessClosurePrimitivesTest
 48  454        44       4        6 com.google.javascript.jscomp.CallGraphTest
 49  351        84       1        2 com.google.javascript.jscomp.PeepholeRemoveDeadCodeTest
