Nr.   Classes Functions      NCSS  Javadocs Package
  1        79      1063      8131       755 org.apache.commons.collections4
  2        28       281      1600       154 org.apache.commons.collections4.bag
  3        23       321      2801       196 org.apache.commons.collections4.bidimap
  4        17       259      1645       148 org.apache.commons.collections4.collection
  5        15       123       811        99 org.apache.commons.collections4.comparators
  6        63       295      1567       323 org.apache.commons.collections4.functors
  7        84       732      4981       478 org.apache.commons.collections4.iterators
  8        14        99       597        79 org.apache.commons.collections4.keyvalue
  9        24       422      4467       251 org.apache.commons.collections4.list
 10        69      1047      8976       719 org.apache.commons.collections4.map
 11        11       191      1683        77 org.apache.commons.collections4.multimap
 12         7       109       925        71 org.apache.commons.collections4.multiset
 13        10       133       802        69 org.apache.commons.collections4.queue
 14        10        37       302        44 org.apache.commons.collections4.sequence
 15        34       359      1919       163 org.apache.commons.collections4.set
 16         3        32       175        15 org.apache.commons.collections4.splitmap
 17         8       124      1546       110 org.apache.commons.collections4.trie
 18         1         6        54         2 org.apache.commons.collections4.trie.analyzer
    --------- --------- --------- ---------
          500      5633     42982      3753 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    18.00    500.00   5633.00  42982.00   3753.00 | Project
              27.78    312.94   2387.89    208.50 | Package
                        11.27     85.96      7.51 | Class
                                   7.63      0.67 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   42         7       0        1 org.apache.commons.collections4.ArrayStackTest
  2   65         8       0        1 org.apache.commons.collections4.BagUtilsTest
  3  103         8       1        2 org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapTest
  4   11         5       0        3 org.apache.commons.collections4.bidimap.DualLinkedHashBidiMapTest
  5   19         9       0        2 org.apache.commons.collections4.bidimap.TreeBidiMapTest
  6   34        13       0        2 org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMapTest
  7   36        14       0        1 org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMapTest
  8   15         4       0        3 org.apache.commons.collections4.bidimap.DualTreeBidiMapTest
  9  302        29       3        7 org.apache.commons.collections4.bidimap.AbstractBidiMapTest
 10   30        11       0        2 org.apache.commons.collections4.bidimap.UnmodifiableBidiMapTest
 11   24         6       1        3 org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapDecoratorTest
 12   74        11       1        2 org.apache.commons.collections4.bidimap.DualTreeBidiMap2Test
 13    9         4       0        3 org.apache.commons.collections4.bidimap.DualHashBidiMapTest
