Nr.   Classes Functions      NCSS  Javadocs Package
  1        28       522      2237       392 com.fasterxml.jackson.core
  2         3       145       930        27 com.fasterxml.jackson.core.base
  3         4        19       250         1 com.fasterxml.jackson.core.base64
  4         9       185      1461        37 com.fasterxml.jackson.core.filter
  5         5        25       217        23 com.fasterxml.jackson.core.format
  6        20       161      1697        45 com.fasterxml.jackson.core.io
  7        41       628     10031       105 com.fasterxml.jackson.core.json
  8        14        77      1295        21 com.fasterxml.jackson.core.main
  9        13       144      1488        46 com.fasterxml.jackson.core.sym
 10         3        28        55        14 com.fasterxml.jackson.core.type
 11        20       310      1534        68 com.fasterxml.jackson.core.util
 12         1         2        59         0 com.fasterxml.jackson.failing
 13         7        42       537         5 perf
    --------- --------- --------- ---------
          168      2288     21791       784 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    13.00    168.00   2288.00  21791.00    784.00 | Project
              12.92    176.00   1676.23     60.31 | Package
                        13.62    129.71      4.67 | Class
                                   9.52      0.34 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   52         5       0        0 perf.ParserTestBase
  2  172         9       4        0 perf.MediaItem
  3  128         6       0        0 perf.ManualCharAccessTest
  4   19         4       0        1 perf.EnumByBytesLookup
  5   67        10       0        3 perf.Trie
  6   47         5       0        0 perf.ManualReadPerfWithMedia
  7   36         3       1        1 perf.ConcurrencyReadTest
  8   41         2       0        0 com.fasterxml.jackson.core.sym.TestSymbolsWithMediaItem
  9   68         3       1        2 com.fasterxml.jackson.core.sym.TestHashCollisionChars
 10   44         7       0        1 com.fasterxml.jackson.core.sym.SymbolsViaParserTest
 11   53         7       1        2 com.fasterxml.jackson.core.sym.SymbolTableMergingTest
 12  213        17       0        1 com.fasterxml.jackson.core.sym.TestSymbolTables
 13   75         5       0        2 com.fasterxml.jackson.core.sym.TestByteBasedSymbols
 14  263        23       1        2 com.fasterxml.jackson.core.BaseTest
 15   65         3       1        2 com.fasterxml.jackson.core.util.TestDelegates
 16   53         6       0        1 com.fasterxml.jackson.core.util.TestNumberPrinting
 17   51         5       0        1 com.fasterxml.jackson.core.util.TestTextBuffer
 18   89         8       0        0 com.fasterxml.jackson.core.util.TestDefaultPrettyPrinter
 19   13         5       0        0 com.fasterxml.jackson.core.util.TestVersionUtil
 20   32         2       0        1 com.fasterxml.jackson.core.util.TestSerializedString
 21   16         1       0        0 com.fasterxml.jackson.core.util.ByteArrayBuilderTest
 22    8         1       0        0 com.fasterxml.jackson.core.util.TestCharTypes
 23   13         3       0        1 com.fasterxml.jackson.core.TestVersions
 24  113        10       0        0 com.fasterxml.jackson.core.TestJsonPointer
 25   34         3       0        0 com.fasterxml.jackson.core.base64.TestBase64Codec
 26   84         6       0        0 com.fasterxml.jackson.core.base64.TestBase64Parsing
 27   64         7       0        1 com.fasterxml.jackson.core.base64.TestJsonParserBinary
 28   54         3       1        0 com.fasterxml.jackson.core.base64.TestBase64Generation
 29   26         1       0        0 com.fasterxml.jackson.core.io.TestMergedStream
 30   43         1       0        0 com.fasterxml.jackson.core.io.TestIOContext
 31   28         1       0        0 com.fasterxml.jackson.core.io.SegmentedStringWriterTest
 32   50         6       0        0 com.fasterxml.jackson.core.io.TestJsonStringEncoder
 33   45         3       0        0 com.fasterxml.jackson.core.io.UTF8WriterTest
 34   17         1       0        0 com.fasterxml.jackson.core.io.TestJDKSerializable
 35   12         1       0        0 com.fasterxml.jackson.core.io.TestCharTypes
 36  125         9       0        1 com.fasterxml.jackson.core.json.ArrayGenerationTest
 37  134        17       0        2 com.fasterxml.jackson.core.json.TestComments
 38  179        11       0        1 com.fasterxml.jackson.core.json.StringGenerationTest
 39   44         5       0        0 com.fasterxml.jackson.core.json.TestParserDupHandling
 40   29         3       0        0 com.fasterxml.jackson.core.json.RawValueWithSurrogatesTest
 41  363        22       0        3 com.fasterxml.jackson.core.json.TestNumericValues
 42   50         4       0        0 com.fasterxml.jackson.core.json.TestParserOverrides
 43  331        24       0        0 com.fasterxml.jackson.core.json.TestNextXxx
 44   87         6       1        2 com.fasterxml.jackson.core.json.TestCustomEscaping
 45   45         2       2        1 com.fasterxml.jackson.core.json.TestDecorators
 46   32         4       0        1 com.fasterxml.jackson.core.json.TestWithTonsaSymbols
 47   39         2       0        0 com.fasterxml.jackson.core.json.TestUtf8Generator
 48   49         2       0        0 com.fasterxml.jackson.core.json.TestLocation
 49   57         7       0        0 com.fasterxml.jackson.core.json.TestParserErrorHandling
 50   79         6       1        2 com.fasterxml.jackson.core.json.TestCharEscaping
 51  362        24       0        6 com.fasterxml.jackson.core.json.TestJsonParser
 52   40         5       0        0 com.fasterxml.jackson.core.json.GeneratorFailTest
 53   56         8       0        0 com.fasterxml.jackson.core.json.TestRootValues
 54  159        12       0        2 com.fasterxml.jackson.core.json.TestJsonGeneratorFeatures
 55   36         4       0        0 com.fasterxml.jackson.core.json.LocationInArrayTest
 56   27         3       0        0 com.fasterxml.jackson.core.json.TestParserSymbols
 57   34         1       0        0 com.fasterxml.jackson.core.json.ParserSequenceTest
 58  118         6       0        1 com.fasterxml.jackson.core.json.TestUtf8Parser
 59  142         4       0        1 com.fasterxml.jackson.core.json.TestValueConversions
 60   67         2       0        0 com.fasterxml.jackson.core.json.LocationInObjectTest
 61   80         5       0        0 com.fasterxml.jackson.core.json.JsonFactoryTest
 62   57         8       0        0 com.fasterxml.jackson.core.json.TestGeneratorDupHandling
 63  308        21       0        2 com.fasterxml.jackson.core.json.TestParserNonStandard
 64  216        13       0        2 com.fasterxml.jackson.core.json.GeneratorBasicTest
 65   17         2       0        0 com.fasterxml.jackson.core.json.TestUnicode
 66   58         3       0        0 com.fasterxml.jackson.core.json.TestGeneratorWithSerializedString
 67   10         2       2        0 com.fasterxml.jackson.core.type.TypeReferenceTest
 68   87        10       0        1 com.fasterxml.jackson.core.TestJDKSerializability
 69   55         4       0        1 com.fasterxml.jackson.core.format.TestJsonFormatDetection
 70   85        10       2        0 com.fasterxml.jackson.core.filter.BasicParserFilteringTest
 71  157        11       2        1 com.fasterxml.jackson.core.filter.BasicGeneratorFilteringTest
 72   48         5       0        0 com.fasterxml.jackson.core.filter.JsonPointerParserFilteringTest
 73   55         7       0        0 com.fasterxml.jackson.core.filter.JsonPointerGeneratorFilteringTest
 74   27         3       0        0 com.fasterxml.jackson.core.TestExceptions
 75   72         7       0        1 com.fasterxml.jackson.core.main.TestScopeMatching
