Nr.   Classes Functions      NCSS  Javadocs Package
  1        51       370      2424       223 com.google.gson
  2         0         0        40         0 com.google.gson.annotations
  3         3        33       292        21 com.google.gson.codegen
  4         2         4        17         0 com.google.gson.codegen.functional
  5         2         4       280         3 com.google.gson.common
  6         1         2        30         1 com.google.gson.examples.android
  7         2        12        79         2 com.google.gson.examples.android.model
  8         1         1        29         0 com.google.gson.extras.examples.rawcollections
  9        52       692      5983        92 com.google.gson.functional
 10         2        12       252         4 com.google.gson.graph
 11         3        11       137         4 com.google.gson.interceptors
 12        17       157      1907        74 com.google.gson.internal
 13        16       114      1857        22 com.google.gson.internal.bind
 14         1         8       169         9 com.google.gson.internal.bind.util
 15         6        39       684        16 com.google.gson.metrics
 16         1         9       172        10 com.google.gson.protobuf
 17         3        14       121         2 com.google.gson.protobuf.functional
 18         2        22       158        16 com.google.gson.reflect
 19         1         2        27         0 com.google.gson.regression
 20         8       248      2948        65 com.google.gson.stream
 21         4        31       363        11 com.google.gson.typeadapters
    --------- --------- --------- ---------
          178      1785     17969       575 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    21.00    178.00   1785.00  17969.00    575.00 | Project
               8.48     85.00    855.67     27.38 | Package
                        10.03    100.95      3.23 | Class
                                  10.07      0.32 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   63         5       0        4 com.google.gson.metrics.BagOfPrimitivesDeserializationBenchmark
  2   12         3       0        1 com.google.gson.metrics.SerializationBenchmark
  3   55         7       0        1 com.google.gson.metrics.BagOfPrimitives
  4   75         5       1        4 com.google.gson.metrics.CollectionsDeserializationBenchmark
  5  231         4      16        1 com.google.gson.metrics.ParseBenchmark
  6   16         3       1        1 com.google.gson.VersionExclusionStrategyTest
  7  185        15       9        5 com.google.gson.metrics.PerformanceTest
  8   32         5       0        1 com.google.gson.JsonStreamParserTest
  9   23         4       0        1 com.google.gson.LongSerializationPolicyTest
 10  148        24       0        1 com.google.gson.JsonPrimitiveTest
 11   28         4       3        1 com.google.gson.JavaSerializationTest
 12   92        12       0        3 com.google.gson.JsonObjectTest
 13  161        10       0        0 com.google.gson.stream.JsonReaderPathTest
 14 1164       127       0        5 com.google.gson.stream.JsonReaderTest
 15  404        37       0        0 com.google.gson.stream.JsonWriterTest
 16   31         1       0        1 com.google.gson.PrimitiveTypeAdapter
 17   33         4       0        1 com.google.gson.reflect.TypeTokenTest
 18   21         3       3        4 com.google.gson.internal.UnsafeAllocatorInstantiationTest
 19  178        23       0        0 com.google.gson.internal.LinkedHashTreeMapTest
 20   27         3       4        1 com.google.gson.internal.GsonTypesTest
 21   87        12       0        0 com.google.gson.internal.LinkedTreeMapTest
 22  211        17       0        0 com.google.gson.internal.bind.JsonElementReaderTest
 23  112        12       0        0 com.google.gson.internal.bind.JsonTreeWriterTest
 24    9         2       0        0 com.google.gson.internal.LazilyParsedNumberTest
 25   65        11       0        1 com.google.gson.JsonParserTest
 26   56         5       0        1 com.google.gson.JsonArrayTest
 27   67         7       5        1 com.google.gson.GsonTypeAdapterTest
 28   25         5       1        0 com.google.gson.ObjectTypeAdapterTest
 29   15         3       3        1 com.google.gson.GenericArrayTypeTest
 30   24         4       0        2 com.google.gson.common.MoreAsserts
 31  241         0      21        1 com.google.gson.common.TestTypes
 32   27         4       3        1 com.google.gson.GsonBuilderTest
 33   11         2       0        1 com.google.gson.DefaultInetAddressTypeAdapterTest
 34   89         0       3        2 com.google.gson.ParameterizedTypeFixtures
 35   29         7       2        1 com.google.gson.FieldAttributesTest
 36    5         1       1        2 com.google.gson.CommentsTest
 37   30         3       2        1 com.google.gson.OverrideCoreTypeAdaptersTest
 38   16         3       2        1 com.google.gson.ParameterizedTypeTest
 39    9         2       0        1 com.google.gson.JsonNullTest
 40   20         2       1        0 com.google.gson.regression.JsonAdapterNullSafeTest
 41   93        12       0        1 com.google.gson.DefaultDateTypeAdapterTest
 42   33         7       1        1 com.google.gson.ExposeAnnotationExclusionStrategyTest
 43  126        12       4        0 com.google.gson.MixedStreamTest
 44   37         5       1        0 com.google.gson.functional.ThrowableFunctionalTest
 45  265        46      14        9 com.google.gson.functional.ObjectTest
 46  114         7      14        1 com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest
 47   76         4       7        1 com.google.gson.functional.TreeTypeAdaptersTest
 48   89         7       8        4 com.google.gson.functional.MoreSpecificTypeSerializationTest
 49   61         3       5        1 com.google.gson.functional.TypeVariableTest
 50   48         5       9        1 com.google.gson.functional.InstanceCreatorTest
 51   92        12      11        2 com.google.gson.functional.EnumTest
 52   33         5       1        1 com.google.gson.functional.CustomSerializerTest
 53   39         4       2        1 com.google.gson.functional.FieldExclusionTest
 54   17         3       0        1 com.google.gson.functional.PrimitiveCharacterTest
 55   55         7       4        1 com.google.gson.functional.CircularReferenceTest
 56   53         8       1        1 com.google.gson.functional.JavaUtilConcurrentAtomicTest
 57   90         1       5        6 com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest
 58   97        11       3        1 com.google.gson.functional.ExclusionStrategyFunctionalTest
 59  246        30      23        1 com.google.gson.functional.CollectionTest
 60   90        15       4        2 com.google.gson.functional.NamingPolicyTest
 61   23         5       0        1 com.google.gson.functional.InternationalizationTest
 62  142        27       2        5 com.google.gson.functional.ArrayTest
 63   22         3       3        1 com.google.gson.functional.InterfaceTest
 64   68        10       2        1 com.google.gson.functional.JsonParserTest
 65   58         7       6        3 com.google.gson.functional.UncategorizedTest
 66   91         8       0        1 com.google.gson.functional.JsonArrayTest
 67  456        70       8        1 com.google.gson.functional.DefaultTypeAdaptersTest
 68  237        23      25        1 com.google.gson.functional.CustomTypeAdaptersTest
 69  117         8      13        3 com.google.gson.functional.JsonAdapterAnnotationOnClassesTest
 70   89         8      13        1 com.google.gson.functional.CustomDeserializerTest
 71   49         6       1        1 com.google.gson.functional.JsonTreeTest
 72  128        17       7        3 com.google.gson.functional.NullObjectAndFieldTest
 73   66        11       2        1 com.google.gson.functional.ReadersWritersTest
 74   43         6       0        1 com.google.gson.functional.EscapingTest
 75   51        11       4        0 com.google.gson.functional.TypeAdapterPrecedenceTest
 76  488       100       2        1 com.google.gson.functional.PrimitiveTest
 77   30         6       0        3 com.google.gson.functional.SecurityTest
 78   93        11       4        1 com.google.gson.functional.VersioningTest
 79   70         6      10        0 com.google.gson.functional.MapAsArrayTypeAdapterTest
 80   27         6       1        0 com.google.gson.functional.FieldNamingTest
 81    8         2       1        1 com.google.gson.functional.LeniencyTest
 82  379        50      44        9 com.google.gson.functional.MapTest
 83  294        18      26        2 com.google.gson.functional.ParameterizedTypesTest
 84   42         6       5        1 com.google.gson.functional.RawSerializationTest
 85   51        10       2        1 com.google.gson.functional.PrettyPrintingTest
 86   31         5       0        1 com.google.gson.functional.PrintFormattingTest
 87   33         3       2        1 com.google.gson.functional.DelegateTypeAdapterTest
 88   22         3       1        1 com.google.gson.functional.JavaUtilTest
 89   77         9       6        1 com.google.gson.functional.ExposeFieldsTest
 90  144        20      10        0 com.google.gson.functional.StreamingTypeAdaptersTest
 91   82         3       6        2 com.google.gson.functional.TypeHierarchyAdapterTest
 92   18         3       1        0 com.google.gson.functional.SerializedNameTest
 93  154        14       2        1 com.google.gson.functional.InheritanceTest
 94   81        19       0        3 com.google.gson.functional.StringTest
 95   59         5       3        5 com.google.gson.functional.ConcurrencyTest
 96   25         3       2        1 com.google.gson.DefaultMapJsonSerializerTest
 97   18         4       2        1 com.google.gson.InnerClassExclusionStrategyTest
 98   10         3       0        1 com.google.gson.MockExclusionStrategy
 99   89        29       0       25 com.google.gson.JsonArray
100   60        23       0       24 com.google.gson.JsonElement
101   46         9       0        1 com.google.gson.DefaultDateTypeAdapter
102    2         1       0        2 com.google.gson.JsonDeserializer
103    8         3       0        0 com.google.gson.LongSerializationPolicy
104    9         0       0        1 com.google.gson.stream.JsonScope
105    1         0       0        0 com.google.gson.stream.JsonToken
106  920        39       1       29 com.google.gson.stream.JsonReader
107  231        32       0       29 com.google.gson.stream.JsonWriter
108    9         3       0        1 com.google.gson.stream.MalformedJsonException
109  108        18       0       15 com.google.gson.reflect.TypeToken
110  323        21       5       14 com.google.gson.internal.LinkedTreeMap
111   31         9       0        3 com.google.gson.internal.LazilyParsedNumber
112   39         3       4        2 com.google.gson.internal.UnsafeAllocator
113    2         1       0        2 com.google.gson.internal.ObjectConstructor
114  449        24       7       18 com.google.gson.internal.LinkedHashTreeMap
115    3         1       0        2 com.google.gson.internal.JsonReaderInternalAccess
116   10         3       0        1 com.google.gson.internal.$Gson$Preconditions
117  115        15       1        1 com.google.gson.internal.Excluder
118  288        21       3       14 com.google.gson.internal.$Gson$Types
119  107         6      14        2 com.google.gson.internal.ConstructorConstructor
120   42         4       1        5 com.google.gson.internal.Streams
121   25         3       1        1 com.google.gson.internal.bind.DateTypeAdapter
122   27         4       0        1 com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper
123  165         8       0        9 com.google.gson.internal.bind.util.ISO8601Utils
124  108         3       1        2 com.google.gson.internal.bind.MapTypeAdapterFactory
