Nr.   Classes Functions      NCSS  Javadocs Package
  1        52       384      2512       231 com.google.gson
  2         0         0        47         0 com.google.gson.annotations
  3         3        33       292        21 com.google.gson.codegen
  4         2         4        17         0 com.google.gson.codegen.functional
  5         2         4       280         3 com.google.gson.common
  6         1         2        30         1 com.google.gson.examples.android
  7         2        12        79         2 com.google.gson.examples.android.model
  8         1         1        29         0 com.google.gson.extras.examples.rawcollections
  9        53       698      6115        95 com.google.gson.functional
 10         2        12       252         4 com.google.gson.graph
 11         3        11       137         4 com.google.gson.interceptors
 12        17       158      1919        74 com.google.gson.internal
 13        18       127      1981        23 com.google.gson.internal.bind
 14         1         8       169         9 com.google.gson.internal.bind.util
 15         6        39       684        16 com.google.gson.metrics
 16         1         9       175        10 com.google.gson.protobuf
 17         3        17       140         2 com.google.gson.protobuf.functional
 18         2        26       178        18 com.google.gson.reflect
 19         1         2        27         0 com.google.gson.regression
 20         8       253      3020        67 com.google.gson.stream
 21         6        35       463        11 com.google.gson.typeadapters
    --------- --------- --------- ---------
          184      1835     18546       591 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    21.00    184.00   1835.00  18546.00    591.00 | Project
               8.76     87.38    883.14     28.14 | Package
                         9.97    100.79      3.21 | Class
                                  10.11      0.32 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   63         5       0        4 com.google.gson.metrics.BagOfPrimitivesDeserializationBenchmark
  2   12         3       0        1 com.google.gson.metrics.SerializationBenchmark
  3   55         7       0        1 com.google.gson.metrics.BagOfPrimitives
  4   75         5       1        4 com.google.gson.metrics.CollectionsDeserializationBenchmark
  5  231         4      16        1 com.google.gson.metrics.ParseBenchmark
  6   16         3       1        1 com.google.gson.VersionExclusionStrategyTest
  7  185        15       9        5 com.google.gson.metrics.PerformanceTest
  8   32         5       0        1 com.google.gson.JsonStreamParserTest
  9   11         1       1        1 com.google.gson.GsonTest
 10   23         4       0        1 com.google.gson.LongSerializationPolicyTest
 11  148        24       0        1 com.google.gson.JsonPrimitiveTest
 12   28         4       3        1 com.google.gson.JavaSerializationTest
 13  109        14       0        4 com.google.gson.JsonObjectTest
 14  175        11       1        0 com.google.gson.stream.JsonReaderPathTest
 15 1177       129       0        6 com.google.gson.stream.JsonReaderTest
 16  424        39       0        0 com.google.gson.stream.JsonWriterTest
 17   31         1       0        1 com.google.gson.PrimitiveTypeAdapter
 18   48         6       6        1 com.google.gson.reflect.TypeTokenTest
 19   21         3       3        4 com.google.gson.internal.UnsafeAllocatorInstantiationTest
 20  178        23       0        0 com.google.gson.internal.LinkedHashTreeMapTest
 21   27         3       4        1 com.google.gson.internal.GsonTypesTest
 22   87        12       0        0 com.google.gson.internal.LinkedTreeMapTest
 23  211        17       0        0 com.google.gson.internal.bind.JsonElementReaderTest
 24   21         2       0        0 com.google.gson.internal.bind.JsonTreeReaderTest
 25  112        12       0        0 com.google.gson.internal.bind.JsonTreeWriterTest
 26   32         9       4        2 com.google.gson.internal.bind.RecursiveTypesResolveTest
 27    9         2       0        0 com.google.gson.internal.LazilyParsedNumberTest
 28   65        11       0        1 com.google.gson.JsonParserTest
 29   56         5       0        1 com.google.gson.JsonArrayTest
 30   67         7       5        1 com.google.gson.GsonTypeAdapterTest
 31   25         5       1        0 com.google.gson.ObjectTypeAdapterTest
 32   15         3       3        1 com.google.gson.GenericArrayTypeTest
 33   24         4       0        2 com.google.gson.common.MoreAsserts
 34  241         0      21        1 com.google.gson.common.TestTypes
 35   27         4       3        1 com.google.gson.GsonBuilderTest
 36   11         2       0        1 com.google.gson.DefaultInetAddressTypeAdapterTest
 37   89         0       3        2 com.google.gson.ParameterizedTypeFixtures
 38   29         7       2        1 com.google.gson.FieldAttributesTest
 39    5         1       1        2 com.google.gson.CommentsTest
 40   30         3       2        1 com.google.gson.OverrideCoreTypeAdaptersTest
 41   16         3       2        1 com.google.gson.ParameterizedTypeTest
 42    9         2       0        1 com.google.gson.JsonNullTest
 43   20         2       1        0 com.google.gson.regression.JsonAdapterNullSafeTest
 44  104        15       0        1 com.google.gson.DefaultDateTypeAdapterTest
 45   33         7       1        1 com.google.gson.ExposeAnnotationExclusionStrategyTest
 46  126        12       4        0 com.google.gson.MixedStreamTest
 47   37         5       1        0 com.google.gson.functional.ThrowableFunctionalTest
 48   72         3      12        1 com.google.gson.functional.JsonAdapterSerializerDeserializerTest
 49  265        46      14        9 com.google.gson.functional.ObjectTest
 50  162        10      18        3 com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest
 51   76         4       7        1 com.google.gson.functional.TreeTypeAdaptersTest
 52   89         7       8        4 com.google.gson.functional.MoreSpecificTypeSerializationTest
 53   61         3       5        1 com.google.gson.functional.TypeVariableTest
 54   48         5       9        1 com.google.gson.functional.InstanceCreatorTest
 55   92        12      11        2 com.google.gson.functional.EnumTest
 56   33         5       1        1 com.google.gson.functional.CustomSerializerTest
 57   39         4       2        1 com.google.gson.functional.FieldExclusionTest
 58   17         3       0        1 com.google.gson.functional.PrimitiveCharacterTest
 59   55         7       4        1 com.google.gson.functional.CircularReferenceTest
 60   53         8       1        1 com.google.gson.functional.JavaUtilConcurrentAtomicTest
 61   90         1       5        6 com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest
 62   97        11       3        1 com.google.gson.functional.ExclusionStrategyFunctionalTest
 63  246        30      23        1 com.google.gson.functional.CollectionTest
 64   90        15       4        2 com.google.gson.functional.NamingPolicyTest
 65   23         5       0        1 com.google.gson.functional.InternationalizationTest
 66  142        27       2        5 com.google.gson.functional.ArrayTest
 67   22         3       3        1 com.google.gson.functional.InterfaceTest
 68   68        10       2        1 com.google.gson.functional.JsonParserTest
 69   58         7       6        3 com.google.gson.functional.UncategorizedTest
 70   91         8       0        1 com.google.gson.functional.JsonArrayTest
 71  456        70       8        1 com.google.gson.functional.DefaultTypeAdaptersTest
 72  237        23      25        1 com.google.gson.functional.CustomTypeAdaptersTest
 73  123         9      14        3 com.google.gson.functional.JsonAdapterAnnotationOnClassesTest
 74   89         8      13        1 com.google.gson.functional.CustomDeserializerTest
 75   49         6       1        1 com.google.gson.functional.JsonTreeTest
 76  128        17       7        3 com.google.gson.functional.NullObjectAndFieldTest
 77   66        11       2        1 com.google.gson.functional.ReadersWritersTest
 78   43         6       0        1 com.google.gson.functional.EscapingTest
 79   51        11       4        0 com.google.gson.functional.TypeAdapterPrecedenceTest
 80  491       101       2        1 com.google.gson.functional.PrimitiveTest
 81   30         6       0        3 com.google.gson.functional.SecurityTest
 82   93        11       4        1 com.google.gson.functional.VersioningTest
 83   70         6      10        0 com.google.gson.functional.MapAsArrayTypeAdapterTest
 84   27         6       1        0 com.google.gson.functional.FieldNamingTest
 85    8         2       1        1 com.google.gson.functional.LeniencyTest
 86  379        50      44        9 com.google.gson.functional.MapTest
 87  294        18      26        2 com.google.gson.functional.ParameterizedTypesTest
 88   42         6       5        1 com.google.gson.functional.RawSerializationTest
 89   51        10       2        1 com.google.gson.functional.PrettyPrintingTest
 90   31         5       0        1 com.google.gson.functional.PrintFormattingTest
 91   33         3       2        1 com.google.gson.functional.DelegateTypeAdapterTest
 92   22         3       1        1 com.google.gson.functional.JavaUtilTest
 93   77         9       6        1 com.google.gson.functional.ExposeFieldsTest
 94  135        18      10        0 com.google.gson.functional.StreamingTypeAdaptersTest
 95   82         3       6        2 com.google.gson.functional.TypeHierarchyAdapterTest
 96   18         3       1        0 com.google.gson.functional.SerializedNameTest
 97  154        14       2        1 com.google.gson.functional.InheritanceTest
 98   81        19       0        3 com.google.gson.functional.StringTest
 99   59         5       3        5 com.google.gson.functional.ConcurrencyTest
100   25         3       2        1 com.google.gson.DefaultMapJsonSerializerTest
101   18         4       2        1 com.google.gson.InnerClassExclusionStrategyTest
102   10         3       0        1 com.google.gson.MockExclusionStrategy
103   93        30       0       26 com.google.gson.JsonArray
104   60        23       0       24 com.google.gson.JsonElement
105   56        10       0        1 com.google.gson.DefaultDateTypeAdapter
106    2         1       0        2 com.google.gson.JsonDeserializer
107    8         3       0        0 com.google.gson.LongSerializationPolicy
108    9         0       0        1 com.google.gson.stream.JsonScope
109    1         0       0        0 com.google.gson.stream.JsonToken
110  929        38       1       29 com.google.gson.stream.JsonReader
111  238        33       0       30 com.google.gson.stream.JsonWriter
112    9         3       0        1 com.google.gson.stream.MalformedJsonException
113  112        20       0       17 com.google.gson.reflect.TypeToken
114  323        21       5       14 com.google.gson.internal.LinkedTreeMap
115   31         9       0        3 com.google.gson.internal.LazilyParsedNumber
116   39         3       4        2 com.google.gson.internal.UnsafeAllocator
117    2         1       0        2 com.google.gson.internal.ObjectConstructor
118  449        24       7       18 com.google.gson.internal.LinkedHashTreeMap
119    3         1       0        2 com.google.gson.internal.JsonReaderInternalAccess
120   10         3       0        1 com.google.gson.internal.$Gson$Preconditions
121  115        15       1        1 com.google.gson.internal.Excluder
122  304        22       3       14 com.google.gson.internal.$Gson$Types
123  107         6      14        2 com.google.gson.internal.ConstructorConstructor
124   42         4       1        5 com.google.gson.internal.Streams
125   25         3       1        1 com.google.gson.internal.bind.DateTypeAdapter
126   27         4       0        1 com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper
127  165         8       0        9 com.google.gson.internal.bind.util.ISO8601Utils
128  108         3       1        2 com.google.gson.internal.bind.MapTypeAdapterFactory
129   63         7       2        4 com.google.gson.internal.bind.TreeTypeAdapter
130  135         7       3        2 com.google.gson.internal.bind.ReflectiveTypeAdapterFactory
131   39         2       1        1 com.google.gson.internal.bind.CollectionTypeAdapterFactory
132   15         2       1        1 com.google.gson.internal.bind.SqlDateTypeAdapter
133  511         6      36        2 com.google.gson.internal.bind.TypeAdapters
134   28         3       0        1 com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory
135   38         3       1        1 com.google.gson.internal.bind.ArrayTypeAdapter
136   47         3       1        1 com.google.gson.internal.bind.ObjectTypeAdapter
137  193        24       1        1 com.google.gson.internal.bind.JsonTreeReader
