Nr.   Classes Functions      NCSS  Javadocs Package
  1         1         2        51         1 .
  2        40       247      1290       204 org.apache.commons.jxpath
  3         2         5        78         6 org.apache.commons.jxpath.functions
  4        11       172       988       106 org.apache.commons.jxpath.ri
  5        18       143      1204        73 org.apache.commons.jxpath.ri.axes
  6        42       323      2130       183 org.apache.commons.jxpath.ri.compiler
  7        15       293      1404       126 org.apache.commons.jxpath.ri.model
  8        20       206      1112       158 org.apache.commons.jxpath.ri.model.beans
  9         3        31       160        26 org.apache.commons.jxpath.ri.model.container
 10         9       110       880        82 org.apache.commons.jxpath.ri.model.dom
 11         5        38       233        21 org.apache.commons.jxpath.ri.model.dynabeans
 12         7        61       404        40 org.apache.commons.jxpath.ri.model.dynamic
 13         9       104       885        91 org.apache.commons.jxpath.ri.model.jdom
 14         7       335      5648        15 org.apache.commons.jxpath.ri.parser
 15        11        35       243        23 org.apache.commons.jxpath.servlet
 16         9        56       830        45 org.apache.commons.jxpath.util
 17         5        24       134        27 org.apache.commons.jxpath.xml
    --------- --------- --------- ---------
          214      2185     17674      1227 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    17.00    214.00   2185.00  17674.00   1227.00 | Project
              12.59    128.53   1039.65     72.18 | Package
                        10.21     82.59      5.73 | Class
                                   8.09      0.56 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   32         3       0        3 org.apache.commons.jxpath.JXPathTestSuite
  2   50        10       0       11 org.apache.commons.jxpath.BasicNodeSetTest
  3   68        13       3        2 org.apache.commons.jxpath.util.BasicTypeConverterTest
  4   23        10       0        4 org.apache.commons.jxpath.NestedTestBean
  5   67        18       0        4 org.apache.commons.jxpath.TestBean
  6  181        30       0        2 org.apache.commons.jxpath.JXPathTestCase
  7  147        32       0        3 org.apache.commons.jxpath.ri.JXPathCompiledExpressionTest
  8  167        15       0        3 org.apache.commons.jxpath.ri.axes.SimplePathInterpreterTest
  9   19         4       0        2 org.apache.commons.jxpath.ri.axes.RecursiveAxesTest
 10   20         6       0        1 org.apache.commons.jxpath.ri.axes.TestBeanWithNode
 11   18         7       0        1 org.apache.commons.jxpath.ri.axes.RecursiveBean
 12   32         2       1        2 org.apache.commons.jxpath.ri.StressTest
 13  195        44       0        5 org.apache.commons.jxpath.ri.model.MixedModelTest
 14   32        14       0        2 org.apache.commons.jxpath.ri.model.XMLPreserveSpaceTest
 15   27         2       0        2 org.apache.commons.jxpath.ri.model.dynamic.TestDynamicPropertyFactory
 16  114        20       0        4 org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertiesModelTest
 17  210        40       1        6 org.apache.commons.jxpath.ri.model.XMLModelTestCase
 18    7         3       0        1 org.apache.commons.jxpath.ri.model.ExceptionPropertyTestBean
 19  295        57       0        6 org.apache.commons.jxpath.ri.model.BeanModelTestCase
 20   32        14       0        2 org.apache.commons.jxpath.ri.model.XMLSpaceTest
 21   21         7       1        3 org.apache.commons.jxpath.ri.model.EmptyCollectionTest
 22   23         2       0        3 org.apache.commons.jxpath.ri.model.dynabeans.TestDynaBeanFactory
 23    9         4       0        1 org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanModelTest
 24   67         7       3        3 org.apache.commons.jxpath.ri.model.container.ContainerModelTest
