Nr.   Classes Functions      NCSS  Javadocs Package
  1        57      1603     15779       876 org.apache.commons.lang3
  2        25       669      4986       420 org.apache.commons.lang3.builder
  3        24       212      1490       271 org.apache.commons.lang3.concurrent
  4         4        35       345        26 org.apache.commons.lang3.event
  5        11       129       865        83 org.apache.commons.lang3.exception
  6         6       204      2581       112 org.apache.commons.lang3.math
  7        17       267      1149       179 org.apache.commons.lang3.mutable
  8        12       172      2173        94 org.apache.commons.lang3.reflect
  9        12         4        63        12 org.apache.commons.lang3.reflect.testbed
 10        20       591      5595       433 org.apache.commons.lang3.text
 11        17        59       452        58 org.apache.commons.lang3.text.translate
 12        21       418      4443       363 org.apache.commons.lang3.time
 13        12        93       525        58 org.apache.commons.lang3.tuple
    --------- --------- --------- ---------
          238      4456     40446      2985 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    13.00    238.00   4456.00  40446.00   2985.00 | Project
              18.31    342.77   3111.23    229.62 | Package
                        18.72    169.94     12.54 | Class
                                   9.08      0.67 | Function

Nr. NCSS Functions Classes Javadocs Class
  1  106        16       0        1 org.apache.commons.lang3.mutable.MutableDoubleTest
  2   99        15       0        1 org.apache.commons.lang3.mutable.MutableShortTest
  3   68         7       0        1 org.apache.commons.lang3.mutable.MutableBooleanTest
  4  103        15       0        1 org.apache.commons.lang3.mutable.MutableLongTest
  5  106        16       0        1 org.apache.commons.lang3.mutable.MutableFloatTest
  6   99        15       0        1 org.apache.commons.lang3.mutable.MutableByteTest
  7  101        16       0        2 org.apache.commons.lang3.mutable.MutableIntTest
  8   48         6       0        1 org.apache.commons.lang3.mutable.MutableObjectTest
  9  204        21       0       21 org.apache.commons.lang3.LocaleUtilsTest
 10  331        15       0        1 org.apache.commons.lang3.CharSetTest
 11   58         7       0        1 org.apache.commons.lang3.CharUtilsPerfRun
 12  297        12       0        5 org.apache.commons.lang3.SystemUtilsTest
 13  122        11       2        1 org.apache.commons.lang3.AnnotationUtilsTest
 14   92         7       0        5 org.apache.commons.lang3.StringUtilsStartsEndsWithTest
 15  781        56      26        1 org.apache.commons.lang3.ClassUtilsTest
 16   62        10       0        1 org.apache.commons.lang3.tuple.TripleTest
 17   56         9       0        1 org.apache.commons.lang3.tuple.PairTest
 18   45         6       0        1 org.apache.commons.lang3.tuple.ImmutablePairTest
 19   47         8       0        1 org.apache.commons.lang3.tuple.MutablePairTest
 20   56         6       0        1 org.apache.commons.lang3.tuple.ImmutableTripleTest
 21   58         8       0        1 org.apache.commons.lang3.tuple.MutableTripleTest
 22  240        29       0        8 org.apache.commons.lang3.StringEscapeUtilsTest
 23  391        13       0        1 org.apache.commons.lang3.ArrayUtilsAddTest
 24    5         0       0        1 org.apache.commons.lang3.reflect.testbed.PubliclyShadowedChild
 25    1         0       0        1 org.apache.commons.lang3.reflect.testbed.GenericParent
 26    1         0       0        1 org.apache.commons.lang3.reflect.testbed.Ambig
 27    2         0       0        1 org.apache.commons.lang3.reflect.testbed.Bar
 28    1         0       0        1 org.apache.commons.lang3.reflect.testbed.StaticContainerChild
 29   20         4       0        1 org.apache.commons.lang3.reflect.testbed.StaticContainer
 30    2         0       0        1 org.apache.commons.lang3.reflect.testbed.Foo
 31    2         0       0        1 org.apache.commons.lang3.reflect.testbed.PublicChild
 32    5         0       0        1 org.apache.commons.lang3.reflect.testbed.Parent
 33    5         0       0        1 org.apache.commons.lang3.reflect.testbed.PrivatelyShadowedChild
 34    1         0       0        1 org.apache.commons.lang3.reflect.testbed.StringParameterizedChild
 35    5         0       0        1 org.apache.commons.lang3.reflect.testbed.GenericTypeHolder
 36  175        16       9        1 org.apache.commons.lang3.reflect.MethodUtilsTest
 37   92        11       2        1 org.apache.commons.lang3.reflect.ConstructorUtilsTest
 38  629        43       0        1 org.apache.commons.lang3.reflect.FieldUtilsTest
 39    2         0       1        0 org.apache.commons.lang3.reflect.AAAClass
 40    2         0       1        0 org.apache.commons.lang3.reflect.AAClass
 41   16         1       7        0 org.apache.commons.lang3.reflect.AClass
 42  458        15       7        1 org.apache.commons.lang3.reflect.TypeUtilsTest
 43  267        17       0        1 org.apache.commons.lang3.CharRangeTest
 44  126        16       0       16 org.apache.commons.lang3.BitFieldTest
 45  908        26       0        1 org.apache.commons.lang3.math.FractionTest
 46  748        82       0       14 org.apache.commons.lang3.math.NumberUtilsTest
 47   47         3       0        1 org.apache.commons.lang3.math.IEEE754rUtilsTest
 48    4         2       0        1 org.apache.commons.lang3.time.FastDateFormat_ParserTest
 49  172        24       0        5 org.apache.commons.lang3.time.FastDateParserTest
 50  264        53       0        0 org.apache.commons.lang3.time.DateUtilsFragmentTest
 51  322        26       0       26 org.apache.commons.lang3.time.DateUtilsRoundingTest
 52  310        19       0        2 org.apache.commons.lang3.time.DurationFormatUtilsTest
 53  129        18       0        6 org.apache.commons.lang3.time.FastDatePrinterTest
 54  125         8       0        1 org.apache.commons.lang3.time.StopWatchTest
 55  158        14       2        1 org.apache.commons.lang3.time.FastDateFormatTest
 56  834        41       0       13 org.apache.commons.lang3.time.DateUtilsTest
 57    3         1       0        1 org.apache.commons.lang3.time.FastDateFormat_PrinterTest
 58  127        10       0        1 org.apache.commons.lang3.time.DateFormatUtilsTest
 59  365        19       0        1 org.apache.commons.lang3.ArrayUtilsRemoveTest
 60  357        71       0        1 org.apache.commons.lang3.BooleanUtilsTest
 61  129        10       0        1 org.apache.commons.lang3.CharSetUtilsTest
 62  133        13       0       10 org.apache.commons.lang3.RandomStringUtilsTest
 63  206        40       0       41 org.apache.commons.lang3.concurrent.ConcurrentUtilsTest
 64   31         4       1        5 org.apache.commons.lang3.concurrent.AbstractConcurrentInitializerTest
 65   14         3       1        4 org.apache.commons.lang3.concurrent.AtomicSafeInitializerTest
 66  128        16       2       18 org.apache.commons.lang3.concurrent.BackgroundInitializerTest
 67  144        20       1       22 org.apache.commons.lang3.concurrent.MultiBackgroundInitializerTest
 68    9         2       1        3 org.apache.commons.lang3.concurrent.LazyInitializerTest
 69   38         9       0        9 org.apache.commons.lang3.concurrent.ConstantInitializerTest
 70   25         4       1        7 org.apache.commons.lang3.concurrent.CallableBackgroundInitializerTest
 71  133        18       0       18 org.apache.commons.lang3.concurrent.BasicThreadFactoryTest
 72  203        16       2       24 org.apache.commons.lang3.concurrent.TimedSemaphoreTest
 73    5         1       1        2 org.apache.commons.lang3.concurrent.AtomicInitializerTest
 74   88        20       0        1 org.apache.commons.lang3.EnumUtilsTest
 75    1         0       0        1 org.apache.commons.lang3.TooMany
 76    1         0       0        1 org.apache.commons.lang3.Traffic
 77  827        55       0        1 org.apache.commons.lang3.ArrayUtilsRemoveMultipleTest
 78   42         8       0        2 org.apache.commons.lang3.CharEncodingTest
 79 1304        86       1        7 org.apache.commons.lang3.StringUtilsTest
 80  174        17       0        1 org.apache.commons.lang3.StringUtilsTrimEmptyTest
 81  480        55       0        1 org.apache.commons.lang3.ValidateTest
 82  117         9       0        1 org.apache.commons.lang3.StringUtilsIsTest
 83 1664       149       1       11 org.apache.commons.lang3.ArrayUtilsTest
 84    3         1       0        0 org.apache.commons.lang3.ClassNotFoundSerialization
 85  222        26       1        1 org.apache.commons.lang3.SerializationUtilsTest
 86   26         4       0        1 org.apache.commons.lang3.text.StrLookupTest
 87  125        15       0        2 org.apache.commons.lang3.text.StrMatcherTest
 88  247        13       0        1 org.apache.commons.lang3.text.WordUtilsTest
 89   21         1       0        1 org.apache.commons.lang3.text.translate.OctalUnescaperTest
 90    7         1       0        1 org.apache.commons.lang3.text.translate.LookupTranslatorTest
 91   16         3       0        1 org.apache.commons.lang3.text.translate.UnicodeEscaperTest
 92   22         4       0        1 org.apache.commons.lang3.text.translate.NumericEntityEscaperTest
 93   16         3       0        1 org.apache.commons.lang3.text.translate.UnicodeUnescaperTest
 94   25         3       0        1 org.apache.commons.lang3.text.translate.EntityArraysTest
 95   29         3       0        1 org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest
 96  553        60       3        3 org.apache.commons.lang3.text.StrTokenizerTest
 97   26         3       2        3 org.apache.commons.lang3.text.CompositeFormatTest
 98  185        15       6       19 org.apache.commons.lang3.text.ExtendedMessageFormatTest
 99  275        41       1       37 org.apache.commons.lang3.text.StrSubstitutorTest
100  800        46       9        2 org.apache.commons.lang3.text.StrBuilderAppendInsertTest
101   68         5       0        1 org.apache.commons.lang3.text.FormattableUtilsTest
102 1222        78       1        2 org.apache.commons.lang3.text.StrBuilderTest
103  212        14       0        2 org.apache.commons.lang3.StringUtilsSubstringTest
104  190        25       3        1 org.apache.commons.lang3.RangeTest
105  213        23       0        1 org.apache.commons.lang3.CharUtilsTest
106   74        10       0        1 org.apache.commons.lang3.builder.StandardToStringStyleTest
107   62        10       0        1 org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest
108   54        12       2        2 org.apache.commons.lang3.builder.ToStringStyleTest
109   62        10       0        1 org.apache.commons.lang3.builder.NoFieldNamesToStringStyleTest
110  723        49      11        5 org.apache.commons.lang3.builder.EqualsBuilderTest
111   62        10       0        1 org.apache.commons.lang3.builder.MultiLineToStringStyleTest
112   35         4       3        1 org.apache.commons.lang3.builder.ReflectionToStringBuilderConcurrencyTest
113   40         1       3        1 org.apache.commons.lang3.builder.ReflectionToStringBuilderMutateInspectConcurrencyTest
114   57        14       1        1 org.apache.commons.lang3.builder.ReflectionToStringBuilderExcludeTest
115  298        42       5        5 org.apache.commons.lang3.builder.HashCodeBuilderTest
116  520        79      13       24 org.apache.commons.lang3.builder.ToStringBuilderTest
117   53         7       4        2 org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest
118  841        52       3        3 org.apache.commons.lang3.builder.CompareToBuilderTest
119   62        10       0        1 org.apache.commons.lang3.builder.DefaultToStringStyleTest
120   33         4       2        1 org.apache.commons.lang3.builder.ToStringStyleConcurrencyTest
121   60        10       0        1 org.apache.commons.lang3.builder.SimpleToStringStyleTest
122   48         8       0        1 org.apache.commons.lang3.exception.ContextedExceptionTest
123   48         8       1        1 org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest
124   89         8       1        1 org.apache.commons.lang3.exception.AbstractExceptionContextTest
125  294        33       3        3 org.apache.commons.lang3.exception.ExceptionUtilsTest
126    7         2       0        1 org.apache.commons.lang3.exception.DefaultExceptionContextTest
127   23         2       0        1 org.apache.commons.lang3.CharSequenceUtilsTest
128   99        11       4        2 org.apache.commons.lang3.event.EventListenerSupportTest
129  110         8       8        1 org.apache.commons.lang3.event.EventUtilsTest
130   21         3       0        1 org.apache.commons.lang3.JavaVersionTest
131  657        50       1       13 org.apache.commons.lang3.StringUtilsEqualsIndexOfTest
132  227        32       4       13 org.apache.commons.lang3.ObjectUtilsTest
133   88         9       1       10 org.apache.commons.lang3.LocaleUtils
134   81         6       1       10 org.apache.commons.lang3.SerializationUtils
135  117        14       0       15 org.apache.commons.lang3.SystemUtils
136   55        23       0       24 org.apache.commons.lang3.mutable.MutableByte
137   36        14       0       15 org.apache.commons.lang3.mutable.MutableBoolean
138   53        22       0       23 org.apache.commons.lang3.mutable.MutableLong
139    3         2       0        3 org.apache.commons.lang3.mutable.Mutable
140   56        24       0       25 org.apache.commons.lang3.mutable.MutableDouble
141   53        22       0       23 org.apache.commons.lang3.mutable.MutableInt
142   26         7       0        8 org.apache.commons.lang3.mutable.MutableObject
143   55        24       0       25 org.apache.commons.lang3.mutable.MutableFloat
144   55        23       0       24 org.apache.commons.lang3.mutable.MutableShort
145 1444       164       0      165 org.apache.commons.lang3.StringUtils
146   71        13       2       14 org.apache.commons.lang3.StringEscapeUtils
147   25        10       0       11 org.apache.commons.lang3.tuple.Pair
148   26         9       0       10 org.apache.commons.lang3.tuple.MutableTriple
149   24         8       0        9 org.apache.commons.lang3.tuple.MutablePair
150   18         5       0        6 org.apache.commons.lang3.tuple.ImmutableTriple
151   16         5       0        6 org.apache.commons.lang3.tuple.ImmutablePair
152   22         9       0       10 org.apache.commons.lang3.tuple.Triple
153   69         8       0        8 org.apache.commons.lang3.CharSet
154   46        18       0       19 org.apache.commons.lang3.BitField
155  107        14       1       21 org.apache.commons.lang3.CharRange
156  324        40       0       41 org.apache.commons.lang3.ClassUtils
157 1505       223       0      224 org.apache.commons.lang3.ArrayUtils
158  314        28       0       28 org.apache.commons.lang3.reflect.TypeUtils
159  126        14       0       15 org.apache.commons.lang3.reflect.MethodUtils
160   51         7       0        8 org.apache.commons.lang3.reflect.MemberUtils
161   58         8       0        9 org.apache.commons.lang3.reflect.ConstructorUtils
162  149        29       0       30 org.apache.commons.lang3.reflect.FieldUtils
163   77        12       0       13 org.apache.commons.lang3.RandomStringUtils
164  323        34       0       35 org.apache.commons.lang3.math.Fraction
165  450        47       0       48 org.apache.commons.lang3.math.NumberUtils
166   81        12       0       13 org.apache.commons.lang3.math.IEEE754rUtils
167  351        22      11       43 org.apache.commons.lang3.time.FastDateParser
168   87        36       1       34 org.apache.commons.lang3.time.FastDateFormat
169   77        15       0       16 org.apache.commons.lang3.time.StopWatch
170   61         5       1       10 org.apache.commons.lang3.time.FormatCache
171    8         7       0        8 org.apache.commons.lang3.time.DateParser
172  433        57       1       63 org.apache.commons.lang3.time.DateUtils
173  446        22      16       81 org.apache.commons.lang3.time.FastDatePrinter
174   11        10       0       11 org.apache.commons.lang3.time.DatePrinter
175  287        11       1       22 org.apache.commons.lang3.time.DurationFormatUtils
176   47        17       0       18 org.apache.commons.lang3.time.DateFormatUtils
177   47         8       0        9 org.apache.commons.lang3.CharSequenceUtils
178   13         1       0        2 org.apache.commons.lang3.CharEncoding
179   85        23       0       24 org.apache.commons.lang3.CharUtils
180   10         4       0        5 org.apache.commons.lang3.SerializationException
181   39         5       0        1 org.apache.commons.lang3.JavaVersion
182   10         2       0        3 org.apache.commons.lang3.concurrent.AtomicInitializer
183   20         6       0        7 org.apache.commons.lang3.concurrent.ConstantInitializer
184   80        16       1       17 org.apache.commons.lang3.concurrent.TimedSemaphore
185    8         3       0        4 org.apache.commons.lang3.concurrent.ConcurrentException
186   68        13       1       21 org.apache.commons.lang3.concurrent.ConcurrentUtils
187    8         3       0        4 org.apache.commons.lang3.concurrent.ConcurrentRuntimeException
188   57        13       1       16 org.apache.commons.lang3.concurrent.BackgroundInitializer
189   80         9       1       18 org.apache.commons.lang3.concurrent.BasicThreadFactory
190    2         1       0        2 org.apache.commons.lang3.concurrent.ConcurrentInitializer
191   11         2       0        3 org.apache.commons.lang3.concurrent.LazyInitializer
192   64         5       1       15 org.apache.commons.lang3.concurrent.MultiBackgroundInitializer
193   14         4       0        5 org.apache.commons.lang3.concurrent.CallableBackgroundInitializer
194   10         2       0        3 org.apache.commons.lang3.concurrent.AtomicSafeInitializer
195  155        39       0       40 org.apache.commons.lang3.Validate
196  124        24       1       25 org.apache.commons.lang3.Range
197  137        20       1       24 org.apache.commons.lang3.ObjectUtils
198  242        42       0       43 org.apache.commons.lang3.text.StrSubstitutor
199   46         3       1        4 org.apache.commons.lang3.text.translate.NumericEntityUnescaper
200   10         2       0        3 org.apache.commons.lang3.text.translate.AggregateTranslator
201   33         5       0        6 org.apache.commons.lang3.text.translate.CharSequenceTranslator
202   14         1       0        2 org.apache.commons.lang3.text.translate.OctalUnescaper
203   29         2       0        3 org.apache.commons.lang3.text.translate.LookupTranslator
204   18         1       0        2 org.apache.commons.lang3.text.translate.UnicodeUnescaper
205   39         7       0        8 org.apache.commons.lang3.text.translate.UnicodeEscaper
206   37        11       0       12 org.apache.commons.lang3.text.translate.EntityArrays
207   29         7       0        8 org.apache.commons.lang3.text.translate.NumericEntityEscaper
208    9         2       0        3 org.apache.commons.lang3.text.translate.CodePointTranslator
209  882       137       3      161 org.apache.commons.lang3.text.StrBuilder
210   17         6       0        7 org.apache.commons.lang3.text.CompositeFormat
211  302        64       0       65 org.apache.commons.lang3.text.StrTokenizer
212   89        16       5       32 org.apache.commons.lang3.text.StrMatcher
213   23         6       0        7 org.apache.commons.lang3.text.FormattableUtils
214    2         1       0        2 org.apache.commons.lang3.text.FormatFactory
215  219        21       0       22 org.apache.commons.lang3.text.ExtendedMessageFormat
216  135        13       0       14 org.apache.commons.lang3.text.WordUtils
217   32         5       1        9 org.apache.commons.lang3.text.StrLookup
218  141        10       1       13 org.apache.commons.lang3.AnnotationUtils
219  252        40       0       41 org.apache.commons.lang3.BooleanUtils
220    2         1       0        2 org.apache.commons.lang3.builder.Builder
221  102        26       0       27 org.apache.commons.lang3.builder.ReflectionToStringBuilder
222   84        41       0       42 org.apache.commons.lang3.builder.StandardToStringStyle
223  596       112       5      128 org.apache.commons.lang3.builder.ToStringStyle
224  198        35       0       36 org.apache.commons.lang3.builder.HashCodeBuilder
225  292        30       0       31 org.apache.commons.lang3.builder.CompareToBuilder
226  195        63       0       64 org.apache.commons.lang3.builder.ToStringBuilder
227  296        34       0       35 org.apache.commons.lang3.builder.EqualsBuilder
228   15         3       0        4 org.apache.commons.lang3.builder.IDKey
229    8         3       0        4 org.apache.commons.lang3.exception.CloneFailedException
230    8         7       0        8 org.apache.commons.lang3.exception.ExceptionContext
231  163        25       0       26 org.apache.commons.lang3.exception.ExceptionUtils
232   58         7       0        8 org.apache.commons.lang3.exception.DefaultExceptionContext
233   40        14       0       15 org.apache.commons.lang3.exception.ContextedException
234   40        14       0       15 org.apache.commons.lang3.exception.ContextedRuntimeException
235   29         2       1        6 org.apache.commons.lang3.event.EventUtils
236   55        14       1       17 org.apache.commons.lang3.event.EventListenerSupport
237   45         9       0       10 org.apache.commons.lang3.EnumUtils
238   53         7       0        8 org.apache.commons.lang3.CharSetUtils
Average Object NCSS:                164.08
Average Object Functions:            18.72
Average Object Inner Classes:         0.95
Average Object Javadoc Comments:     12.54
Program NCSS:                    40,446.00

 Nr. NCSS CCN JVDC Function
   1    2   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.MutableDoubleTest(String)
   2    9   2    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testConstructors()
   3   16   2    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testGetSet()
   4    7   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testNanInfinite()
   5   14   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testEquals()
   6    8   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testHashCode()
   7    8   2    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testCompareTo()
   8    8   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testPrimitiveValues()
   9    3   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testToDouble()
  10    5   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testIncrement()
  11    5   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testDecrement()
  12    4   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testAddValuePrimitive()
  13    4   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testAddValueObject()
  14    4   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testSubtractValuePrimitive()
  15    4   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testSubtractValueObject()
  16    4   1    0 org.apache.commons.lang3.mutable.MutableDoubleTest.testToString()
  17    2   1    0 org.apache.commons.lang3.mutable.MutableShortTest.MutableShortTest(String)
  18    9   2    0 org.apache.commons.lang3.mutable.MutableShortTest.testConstructors()
  19   16   2    0 org.apache.commons.lang3.mutable.MutableShortTest.testGetSet()
