Nr.   Classes Functions      NCSS  Javadocs Package
  1         1         4       219         1 .
  2         8       155       658       107 org.apache.commons.math3
  3        20        66       569        92 org.apache.commons.math3.analysis
  4        18       252      2570       178 org.apache.commons.math3.analysis.differentiation
  5        53       204      1457       195 org.apache.commons.math3.analysis.function
  6        12        64       719        64 org.apache.commons.math3.analysis.integration
  7        13        37       428        38 org.apache.commons.math3.analysis.integration.gauss
  8        35       166      2875       145 org.apache.commons.math3.analysis.interpolation
  9        10       101      1094        93 org.apache.commons.math3.analysis.polynomials
 10        42       207      2023       211 org.apache.commons.math3.analysis.solvers
 11        14       307      1967       128 org.apache.commons.math3.complex
 12        11       270      3444       211 org.apache.commons.math3.dfp
 13        61       750      4213       674 org.apache.commons.math3.distribution
 14        35        93       443       119 org.apache.commons.math3.exception
 15         9        43       288        36 org.apache.commons.math3.exception.util
 16         6        37       273        37 org.apache.commons.math3.filter
 17         9        53       725        59 org.apache.commons.math3.fitting
 18        16       261      2150       167 org.apache.commons.math3.fraction
 19        47       188      1554       137 org.apache.commons.math3.genetics
 20         3        38       111        41 org.apache.commons.math3.geometry
 21         9        90       422        90 org.apache.commons.math3.geometry.euclidean.oned
 22        31       514      4549       340 org.apache.commons.math3.geometry.euclidean.threed
 23        12       159      1273       153 org.apache.commons.math3.geometry.euclidean.twod
 24        13       106       706       149 org.apache.commons.math3.geometry.partitioning
 25         3        29       560        39 org.apache.commons.math3.geometry.partitioning.utilities
 26       112      1910     17691      1528 org.apache.commons.math3.linear
 27        34       208      1710       230 org.apache.commons.math3.ode
 28         5        25       326        33 org.apache.commons.math3.ode.events
 29        47       252      4110       161 org.apache.commons.math3.ode.nonstiff
 30        17       135       835        96 org.apache.commons.math3.ode.sampling
 31        20        74       458        88 org.apache.commons.math3.optim
 32        12       115      1102        81 org.apache.commons.math3.optim.linear
 33        12        39       500        53 org.apache.commons.math3.optim.nonlinear.scalar
 34         4        27       335        20 org.apache.commons.math3.optim.nonlinear.scalar.gradient
 35        12       176      3357       136 org.apache.commons.math3.optim.nonlinear.scalar.noderiv
 36         8        30       234        35 org.apache.commons.math3.optim.nonlinear.vector
 37        17       145      2284        82 org.apache.commons.math3.optim.nonlinear.vector.jacobian
 38        12        65       739        55 org.apache.commons.math3.optim.univariate
 39        38        84       696       105 org.apache.commons.math3.optimization
 40        19       236      3837       213 org.apache.commons.math3.optimization.direct
 41         9        56       758        65 org.apache.commons.math3.optimization.fitting
 42        24       187      2369       116 org.apache.commons.math3.optimization.general
 43        11       115       980        81 org.apache.commons.math3.optimization.linear
 44        12        65       697        57 org.apache.commons.math3.optimization.univariate
 45         4        21       258        16 org.apache.commons.math3.primes
 46        51       468      3453       386 org.apache.commons.math3.random
 47         6       107       942        40 org.apache.commons.math3.special
 48         5        95       828        82 org.apache.commons.math3.stat
 49        10        57       565        47 org.apache.commons.math3.stat.clustering
 50         9        84       560        79 org.apache.commons.math3.stat.correlation
 51         3         9        91         3 org.apache.commons.math3.stat.data
 52        29       383      2446       349 org.apache.commons.math3.stat.descriptive
 53        27       195      1148       199 org.apache.commons.math3.stat.descriptive.moment
 54         8        58       408        53 org.apache.commons.math3.stat.descriptive.rank
 55         8        62       313        59 org.apache.commons.math3.stat.descriptive.summary
 56        14       165      1458       135 org.apache.commons.math3.stat.inference
 57         5        26       340        24 org.apache.commons.math3.stat.ranking
 58        14       208      2447       144 org.apache.commons.math3.stat.regression
 59        15       107      1260        79 org.apache.commons.math3.transform
 60        47       818      8692       604 org.apache.commons.math3.util
    --------- --------- --------- ---------
         1171     11001    103517      9038 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    60.00   1171.00  11001.00 103517.00   9038.00 | Project
              19.52    183.35   1725.28    150.63 | Package
                         9.39     88.40      7.72 | Class
                                   9.41      0.82 | Function

 Nr. NCSS Functions Classes Javadocs Class
   1   74         8       0        0 org.apache.commons.math3.primes.PrimesTest
   2  205        28       0       29 org.apache.commons.math3.TestUtils
   3  135        12       0        4 org.apache.commons.math3.fitting.PolynomialFitterTest
   4   86         7       0        0 org.apache.commons.math3.fitting.HarmonicFitterTest
   5   74         3       2        0 org.apache.commons.math3.fitting.CurveFitterTest
   6   71        10       0        9 org.apache.commons.math3.fitting.GaussianFitterTest
   7  166        18       2        1 org.apache.commons.math3.analysis.FunctionUtilsTest
   8   77         5       1        0 org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegratorTest
   9   60         3       0        4 org.apache.commons.math3.analysis.integration.TrapezoidIntegratorTest
  10   11         1       0        2 org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactoryTest
  11   15         2       0        0 org.apache.commons.math3.analysis.integration.gauss.DummyRuleFactory
  12    7         2       0        0 org.apache.commons.math3.analysis.integration.gauss.RuleBuilder
  13   16         2       0        1 org.apache.commons.math3.analysis.integration.gauss.LegendreTest
  14   14         3       0        3 org.apache.commons.math3.analysis.integration.gauss.LegendreParametricTest
  15   21         3       0        4 org.apache.commons.math3.analysis.integration.gauss.GaussianQuadratureAbstractTest
  16   14         3       0        3 org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionParametricTest
  17   16         2       0        1 org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionTest
  18   60         3       0        4 org.apache.commons.math3.analysis.integration.RombergIntegratorTest
  19   77         5       1        0 org.apache.commons.math3.analysis.integration.LegendreGaussIntegratorTest
  20   60         3       0        4 org.apache.commons.math3.analysis.integration.SimpsonIntegratorTest
  21   13         4       0        1 org.apache.commons.math3.analysis.MonitoredFunction
  22    5         2       0        1 org.apache.commons.math3.analysis.XMinus5Function
  23   12         2       0        3 org.apache.commons.math3.analysis.SumSincFunction
  24    5         2       0        1 org.apache.commons.math3.analysis.QuinticFunction
  25   70         4       0        5 org.apache.commons.math3.analysis.solvers.MullerSolver2Test
  26   36         2       0        3 org.apache.commons.math3.analysis.solvers.NewtonRaphsonSolverTest
  27  108         6       1        1 org.apache.commons.math3.analysis.solvers.BrentSolverTest
  28   69         5       0        6 org.apache.commons.math3.analysis.solvers.LaguerreSolverTest
  29   70         4       0        5 org.apache.commons.math3.analysis.solvers.RiddersSolverTest
  30   40         3       0        1 org.apache.commons.math3.analysis.solvers.BisectionSolverTest
  31    5         2       0        3 org.apache.commons.math3.analysis.solvers.SecantSolverTest
  32   63        14       0        1 org.apache.commons.math3.analysis.solvers.UnivariateSolverUtilsTest
  33   43         2       1        3 org.apache.commons.math3.analysis.solvers.NewtonSolverTest
  34   71         4       0        5 org.apache.commons.math3.analysis.solvers.MullerSolverTest
  35   12         3       1        4 org.apache.commons.math3.analysis.solvers.RegulaFalsiSolverTest
  36    5         2       0        3 org.apache.commons.math3.analysis.solvers.PegasusSolverTest
  37   89        11       8        3 org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolverTest
  38  104        11       0        3 org.apache.commons.math3.analysis.solvers.BaseSecantSolverAbstractTest
  39    5         2       0        3 org.apache.commons.math3.analysis.solvers.IllinoisSolverTest
  40   72         8       0        1 org.apache.commons.math3.analysis.function.HarmonicOscillatorTest
  41   58         8       2        0 org.apache.commons.math3.analysis.function.SincTest
  42   80        14       0        1 org.apache.commons.math3.analysis.function.GaussianTest
  43   51         9       0        1 org.apache.commons.math3.analysis.function.StepFunctionTest
  44   99        14       0        1 org.apache.commons.math3.analysis.function.LogisticTest
  45   49         9       0        1 org.apache.commons.math3.analysis.function.SigmoidTest
  46   27         3       2        0 org.apache.commons.math3.analysis.function.SqrtTest
  47  116        15       0        1 org.apache.commons.math3.analysis.function.LogitTest
  48   33         2       1        1 org.apache.commons.math3.analysis.differentiation.GradientFunctionTest
  49  840        75       0        1 org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest
  50   34         1       1        1 org.apache.commons.math3.analysis.differentiation.JacobianFunctionTest
  51  261        10       0        1 org.apache.commons.math3.analysis.differentiation.DSCompilerTest
  52  192        16       9        1 org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest
  53   86         4       0        5 org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeFormTest
  54   45         3       0        2 org.apache.commons.math3.analysis.polynomials.PolynomialSplineFunctionTest
  55  119        13       0        7 org.apache.commons.math3.analysis.polynomials.PolynomialFunctionTest
  56   97         5       0        6 org.apache.commons.math3.analysis.polynomials.PolynomialFunctionNewtonFormTest
  57  192        22       6        1 org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest
  58   81         3       2        4 org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatorTest
  59  117        21       0        1 org.apache.commons.math3.analysis.interpolation.LoessInterpolatorTest
  60  151        13       0        0 org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolatorTest
  61   99         7       0        3 org.apache.commons.math3.analysis.interpolation.SplineInterpolatorTest
  62  246         3       9        4 org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest
  63   67         4       0        5 org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolatorTest
  64   67         4       0        5 org.apache.commons.math3.analysis.interpolation.NevilleInterpolatorTest
  65   80         5       0        1 org.apache.commons.math3.analysis.interpolation.UnivariatePeriodicInterpolatorTest
  66   65         5       0        2 org.apache.commons.math3.analysis.interpolation.LinearInterpolatorTest
  67  233         5      13        6 org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest
  68   63         2       2        3 org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatorTest
  69   85         3       2        4 org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolatorTest
  70  143        13       0        0 org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest
  71  104         3       2        4 org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatorTest
  72    8         3       0        0 org.apache.commons.math3.util.BigRealFieldTest
  73  337        15       0        1 org.apache.commons.math3.util.PrecisionTest
  74  526        23      60        1 org.apache.commons.math3.util.FastMathTestPerformance
  75  182        23       0        3 org.apache.commons.math3.util.OpenIntToFieldTest
  76   66        10       1        2 org.apache.commons.math3.util.IncrementorTest
  77   88        14       0        0 org.apache.commons.math3.util.BigRealTest
  78  131         8       0        1 org.apache.commons.math3.util.FastMathStrictComparisonTest
  79   43         4       0        1 org.apache.commons.math3.util.DoubleArrayAbstractTest
  80   14         6       0        7 org.apache.commons.math3.util.TestBean
  81   32         7       0        7 org.apache.commons.math3.util.DefaultTransformerTest
  82   66         5       0        1 org.apache.commons.math3.util.MultidimensionalCounterTest
  83   47         8       0        8 org.apache.commons.math3.util.TransformerMapTest
  84  348        19       1        1 org.apache.commons.math3.util.ResizableDoubleArrayTest
  85  347        38       0        1 org.apache.commons.math3.util.MathArraysTest
  86   41         4       1        2 org.apache.commons.math3.util.PairTest
  87    9         1       1        1 org.apache.commons.math3.util.ContinuedFractionTest
  88  157        19       0        2 org.apache.commons.math3.util.MathUtilsTest
  89  450        29       0        5 org.apache.commons.math3.util.ArithmeticUtilsTest
  90  177        23       0        4 org.apache.commons.math3.util.OpenIntToDoubleHashMapTest
  91  563        54       0        2 org.apache.commons.math3.util.FastMathTest
  92  316         9       0        0 org.apache.commons.math3.util.Decimal64Test
  93  258        22       0        0 org.apache.commons.math3.complex.QuaternionTest
  94   50         6       0        1 org.apache.commons.math3.complex.ComplexUtilsTest
  95    5         2       0        0 org.apache.commons.math3.complex.FrenchComplexFormatTest
  96  761       123       1       11 org.apache.commons.math3.complex.ComplexTest
  97   38         7       0        1 org.apache.commons.math3.complex.RootsOfUnityTest
  98    8         3       0        0 org.apache.commons.math3.complex.ComplexFieldTest
  99  177        34       0        0 org.apache.commons.math3.complex.ComplexFormatAbstractTest
