Nr.   Classes Functions      NCSS  Javadocs Package
  1        38       715      3255       458 com.fasterxml.jackson.core
  2         4         8        33         7 com.fasterxml.jackson.core.async
  3         3       161      1011        36 com.fasterxml.jackson.core.base
  4         3        32       461         1 com.fasterxml.jackson.core.base64
  5         2        15        56        11 com.fasterxml.jackson.core.exc
  6         9       203      1636        37 com.fasterxml.jackson.core.filter
  7         6        27       236        24 com.fasterxml.jackson.core.format
  8        21       183      1872        50 com.fasterxml.jackson.core.io
  9        40       679     10687       116 com.fasterxml.jackson.core.json
 10        26       279      4701        21 com.fasterxml.jackson.core.json.async
 11        13        82      1263        22 com.fasterxml.jackson.core.main
 12        16       211      2831        15 com.fasterxml.jackson.core.read
 13        13       142      1484        47 com.fasterxml.jackson.core.sym
 14         6        53       184         2 com.fasterxml.jackson.core.testsupport
 15         4        33       132        18 com.fasterxml.jackson.core.type
 16        28       385      2077        99 com.fasterxml.jackson.core.util
 17         2         8        89         0 com.fasterxml.jackson.failing
 18         1         8        74         0 com.fasterxml.jackson.failing.async
 19         9        53       609         7 perf
    --------- --------- --------- ---------
          244      3277     32691       971 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    19.00    244.00   3277.00  32691.00    971.00 | Project
              12.84    172.47   1720.58     51.11 | Package
                        13.43    133.98      3.98 | Class
                                   9.98      0.30 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   33         5       0        1 perf.ManualSmallTokenRead
  2   33         5       0        1 perf.ManualIntRead
  3   54         6       0        0 perf.ParserTestBase
  4  172         9       4        0 perf.MediaItem
  5  128         6       0        0 perf.ManualCharAccessTest
  6   19         4       0        1 perf.EnumByBytesLookup
  7   67        10       0        3 perf.Trie
  8   47         5       0        0 perf.ManualReadPerfWithMedia
  9   36         3       1        1 perf.ConcurrencyReadTest
 10   41         2       0        0 com.fasterxml.jackson.core.sym.TestSymbolsWithMediaItem
 11   66         3       1        2 com.fasterxml.jackson.core.sym.TestHashCollisionChars
 12   44         7       0        1 com.fasterxml.jackson.core.sym.SymbolsViaParserTest
 13   53         7       1        2 com.fasterxml.jackson.core.sym.SymbolTableMergingTest
 14  213        17       0        1 com.fasterxml.jackson.core.sym.TestSymbolTables
 15   75         5       0        2 com.fasterxml.jackson.core.sym.TestByteBasedSymbols
 16  315        32       1        2 com.fasterxml.jackson.core.BaseTest
 17   14         5       0        1 com.fasterxml.jackson.core.testsupport.ByteOutputStreamForTesting
 18   11         4       0        0 com.fasterxml.jackson.core.testsupport.ThrottledInputStream
 19   31         2       0        1 com.fasterxml.jackson.core.testsupport.AsyncReaderWrapperForByteArray
 20   14         5       0        0 com.fasterxml.jackson.core.testsupport.StringWriterForTesting
