Nr.   Classes Functions      NCSS  Javadocs Package
  1        52       379      2476       227 com.google.gson
  2         0         0        47         0 com.google.gson.annotations
  3         3        33       292        21 com.google.gson.codegen
  4         2         4        17         0 com.google.gson.codegen.functional
  5         2         4       280         3 com.google.gson.common
  6         1         2        30         1 com.google.gson.examples.android
  7         2        12        79         2 com.google.gson.examples.android.model
  8         1         1        29         0 com.google.gson.extras.examples.rawcollections
  9        53       699      6120        95 com.google.gson.functional
 10         2        12       252         4 com.google.gson.graph
 11         3        11       137         4 com.google.gson.interceptors
 12        17       157      1907        74 com.google.gson.internal
 13        17       118      1952        21 com.google.gson.internal.bind
 14         1         8       169         9 com.google.gson.internal.bind.util
 15         6        39       684        16 com.google.gson.metrics
 16         1         9       172        10 com.google.gson.protobuf
 17         3        15       125         2 com.google.gson.protobuf.functional
 18         2        26       178        18 com.google.gson.reflect
 19         1         2        27         0 com.google.gson.regression
 20         8       250      2987        66 com.google.gson.stream
 21         6        33       421        11 com.google.gson.typeadapters
    --------- --------- --------- ---------
          183      1814     18381       584 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    21.00    183.00   1814.00  18381.00    584.00 | Project
               8.71     86.38    875.29     27.81 | Package
                         9.91    100.44      3.19 | Class
                                  10.13      0.32 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   63         5       0        4 com.google.gson.metrics.BagOfPrimitivesDeserializationBenchmark
  2   12         3       0        1 com.google.gson.metrics.SerializationBenchmark
  3   55         7       0        1 com.google.gson.metrics.BagOfPrimitives
  4   75         5       1        4 com.google.gson.metrics.CollectionsDeserializationBenchmark
  5  231         4      16        1 com.google.gson.metrics.ParseBenchmark
  6   16         3       1        1 com.google.gson.VersionExclusionStrategyTest
  7  185        15       9        5 com.google.gson.metrics.PerformanceTest
  8   32         5       0        1 com.google.gson.JsonStreamParserTest
  9   11         1       1        1 com.google.gson.GsonTest
 10   23         4       0        1 com.google.gson.LongSerializationPolicyTest
 11  148        24       0        1 com.google.gson.JsonPrimitiveTest
 12   28         4       3        1 com.google.gson.JavaSerializationTest
 13  109        14       0        4 com.google.gson.JsonObjectTest
 14  175        11       1        0 com.google.gson.stream.JsonReaderPathTest
 15 1171       128       0        5 com.google.gson.stream.JsonReaderTest
 16  404        37       0        0 com.google.gson.stream.JsonWriterTest
 17   31         1       0        1 com.google.gson.PrimitiveTypeAdapter
 18   48         6       6        1 com.google.gson.reflect.TypeTokenTest
 19   21         3       3        4 com.google.gson.internal.UnsafeAllocatorInstantiationTest
 20  178        23       0        0 com.google.gson.internal.LinkedHashTreeMapTest
 21   27         3       4        1 com.google.gson.internal.GsonTypesTest
 22   87        12       0        0 com.google.gson.internal.LinkedTreeMapTest
 23  211        17       0        0 com.google.gson.internal.bind.JsonElementReaderTest
 24   21         2       0        0 com.google.gson.internal.bind.JsonTreeReaderTest
 25  112        12       0        0 com.google.gson.internal.bind.JsonTreeWriterTest
 26    9         2       0        0 com.google.gson.internal.LazilyParsedNumberTest
 27   65        11       0        1 com.google.gson.JsonParserTest
 28   56         5       0        1 com.google.gson.JsonArrayTest
 29   67         7       5        1 com.google.gson.GsonTypeAdapterTest
 30   25         5       1        0 com.google.gson.ObjectTypeAdapterTest
 31   15         3       3        1 com.google.gson.GenericArrayTypeTest
 32   24         4       0        2 com.google.gson.common.MoreAsserts
 33  241         0      21        1 com.google.gson.common.TestTypes
 34   27         4       3        1 com.google.gson.GsonBuilderTest
 35   11         2       0        1 com.google.gson.DefaultInetAddressTypeAdapterTest
 36   89         0       3        2 com.google.gson.ParameterizedTypeFixtures
 37   29         7       2        1 com.google.gson.FieldAttributesTest
 38    5         1       1        2 com.google.gson.CommentsTest
 39   30         3       2        1 com.google.gson.OverrideCoreTypeAdaptersTest
 40   16         3       2        1 com.google.gson.ParameterizedTypeTest
 41    9         2       0        1 com.google.gson.JsonNullTest
 42   20         2       1        0 com.google.gson.regression.JsonAdapterNullSafeTest
 43   93        12       0        1 com.google.gson.DefaultDateTypeAdapterTest
 44   33         7       1        1 com.google.gson.ExposeAnnotationExclusionStrategyTest
 45  126        12       4        0 com.google.gson.MixedStreamTest
 46   37         5       1        0 com.google.gson.functional.ThrowableFunctionalTest
 47   72         3      12        1 com.google.gson.functional.JsonAdapterSerializerDeserializerTest
 48  265        46      14        9 com.google.gson.functional.ObjectTest
 49  162        10      18        3 com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest
