Nr.   Classes Functions      NCSS  Javadocs Package
  1        52       375      2453       224 com.google.gson
  2         0         0        40         0 com.google.gson.annotations
  3         3        33       292        21 com.google.gson.codegen
  4         2         4        17         0 com.google.gson.codegen.functional
  5         2         4       280         3 com.google.gson.common
  6         1         2        30         1 com.google.gson.examples.android
  7         2        12        79         2 com.google.gson.examples.android.model
  8         1         1        29         0 com.google.gson.extras.examples.rawcollections
  9        52       694      6013        94 com.google.gson.functional
 10         2        12       252         4 com.google.gson.graph
 11         3        11       137         4 com.google.gson.interceptors
 12        17       157      1907        74 com.google.gson.internal
 13        16       113      1862        21 com.google.gson.internal.bind
 14         1         8       169         9 com.google.gson.internal.bind.util
 15         6        39       684        16 com.google.gson.metrics
 16         1         9       172        10 com.google.gson.protobuf
 17         3        14       121         2 com.google.gson.protobuf.functional
 18         2        22       158        16 com.google.gson.reflect
 19         1         2        27         0 com.google.gson.regression
 20         8       249      2955        66 com.google.gson.stream
 21         4        31       363        11 com.google.gson.typeadapters
    --------- --------- --------- ---------
          179      1792     18040       578 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    21.00    179.00   1792.00  18040.00    578.00 | Project
               8.52     85.33    859.05     27.52 | Package
                        10.01    100.78      3.23 | Class
                                  10.07      0.32 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   63         5       0        4 com.google.gson.metrics.BagOfPrimitivesDeserializationBenchmark
  2   12         3       0        1 com.google.gson.metrics.SerializationBenchmark
  3   55         7       0        1 com.google.gson.metrics.BagOfPrimitives
  4   75         5       1        4 com.google.gson.metrics.CollectionsDeserializationBenchmark
  5  231         4      16        1 com.google.gson.metrics.ParseBenchmark
  6   16         3       1        1 com.google.gson.VersionExclusionStrategyTest
  7  185        15       9        5 com.google.gson.metrics.PerformanceTest
  8   32         5       0        1 com.google.gson.JsonStreamParserTest
  9   11         1       1        1 com.google.gson.GsonTest
 10   23         4       0        1 com.google.gson.LongSerializationPolicyTest
 11  148        24       0        1 com.google.gson.JsonPrimitiveTest
 12   28         4       3        1 com.google.gson.JavaSerializationTest
 13   92        12       0        3 com.google.gson.JsonObjectTest
 14  161        10       0        0 com.google.gson.stream.JsonReaderPathTest
 15 1164       127       0        5 com.google.gson.stream.JsonReaderTest
 16  404        37       0        0 com.google.gson.stream.JsonWriterTest
 17   31         1       0        1 com.google.gson.PrimitiveTypeAdapter
 18   33         4       0        1 com.google.gson.reflect.TypeTokenTest
 19   21         3       3        4 com.google.gson.internal.UnsafeAllocatorInstantiationTest
 20  178        23       0        0 com.google.gson.internal.LinkedHashTreeMapTest
 21   27         3       4        1 com.google.gson.internal.GsonTypesTest
 22   87        12       0        0 com.google.gson.internal.LinkedTreeMapTest
 23  211        17       0        0 com.google.gson.internal.bind.JsonElementReaderTest
 24  112        12       0        0 com.google.gson.internal.bind.JsonTreeWriterTest
 25    9         2       0        0 com.google.gson.internal.LazilyParsedNumberTest
 26   65        11       0        1 com.google.gson.JsonParserTest
 27   56         5       0        1 com.google.gson.JsonArrayTest
 28   67         7       5        1 com.google.gson.GsonTypeAdapterTest
 29   25         5       1        0 com.google.gson.ObjectTypeAdapterTest
 30   15         3       3        1 com.google.gson.GenericArrayTypeTest
 31   24         4       0        2 com.google.gson.common.MoreAsserts
 32  241         0      21        1 com.google.gson.common.TestTypes
 33   27         4       3        1 com.google.gson.GsonBuilderTest
 34   11         2       0        1 com.google.gson.DefaultInetAddressTypeAdapterTest
 35   89         0       3        2 com.google.gson.ParameterizedTypeFixtures
 36   29         7       2        1 com.google.gson.FieldAttributesTest
 37    5         1       1        2 com.google.gson.CommentsTest
 38   30         3       2        1 com.google.gson.OverrideCoreTypeAdaptersTest
 39   16         3       2        1 com.google.gson.ParameterizedTypeTest
 40    9         2       0        1 com.google.gson.JsonNullTest
 41   20         2       1        0 com.google.gson.regression.JsonAdapterNullSafeTest
 42   93        12       0        1 com.google.gson.DefaultDateTypeAdapterTest
 43   33         7       1        1 com.google.gson.ExposeAnnotationExclusionStrategyTest
 44  126        12       4        0 com.google.gson.MixedStreamTest
 45   37         5       1        0 com.google.gson.functional.ThrowableFunctionalTest
 46  265        46      14        9 com.google.gson.functional.ObjectTest
 47  144         9      16        3 com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest
 48   76         4       7        1 com.google.gson.functional.TreeTypeAdaptersTest
 49   89         7       8        4 com.google.gson.functional.MoreSpecificTypeSerializationTest
 50   61         3       5        1 com.google.gson.functional.TypeVariableTest
 51   48         5       9        1 com.google.gson.functional.InstanceCreatorTest
 52   92        12      11        2 com.google.gson.functional.EnumTest
 53   33         5       1        1 com.google.gson.functional.CustomSerializerTest
 54   39         4       2        1 com.google.gson.functional.FieldExclusionTest
 55   17         3       0        1 com.google.gson.functional.PrimitiveCharacterTest
 56   55         7       4        1 com.google.gson.functional.CircularReferenceTest
 57   53         8       1        1 com.google.gson.functional.JavaUtilConcurrentAtomicTest
 58   90         1       5        6 com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest
 59   97        11       3        1 com.google.gson.functional.ExclusionStrategyFunctionalTest
 60  246        30      23        1 com.google.gson.functional.CollectionTest
 61   90        15       4        2 com.google.gson.functional.NamingPolicyTest
