Nr.   Classes Functions      NCSS  Javadocs Package
  1         1         4       219         1 .
  2         8       155       658       107 org.apache.commons.math3
  3        20        66       569        92 org.apache.commons.math3.analysis
  4        18       252      2569       178 org.apache.commons.math3.analysis.differentiation
  5        53       204      1457       195 org.apache.commons.math3.analysis.function
  6        12        64       719        64 org.apache.commons.math3.analysis.integration
  7        13        37       428        38 org.apache.commons.math3.analysis.integration.gauss
  8        35       168      2962       147 org.apache.commons.math3.analysis.interpolation
  9        10       101      1094        93 org.apache.commons.math3.analysis.polynomials
 10        42       207      2023       211 org.apache.commons.math3.analysis.solvers
 11        14       307      1967       128 org.apache.commons.math3.complex
 12        11       270      3443       211 org.apache.commons.math3.dfp
 13        66       809      4464       726 org.apache.commons.math3.distribution
 14         2        16       248        14 org.apache.commons.math3.distribution.fitting
 15        35        93       443       119 org.apache.commons.math3.exception
 16         9        43       288        36 org.apache.commons.math3.exception.util
 17         6        37       273        37 org.apache.commons.math3.filter
 18         9        53       725        59 org.apache.commons.math3.fitting
 19        16       261      2150       167 org.apache.commons.math3.fraction
 20        47       188      1554       137 org.apache.commons.math3.genetics
 21         3        38       110        41 org.apache.commons.math3.geometry
 22         9        90       422        90 org.apache.commons.math3.geometry.euclidean.oned
 23        31       515      4554       340 org.apache.commons.math3.geometry.euclidean.threed
 24        12       160      1278       153 org.apache.commons.math3.geometry.euclidean.twod
 25        13       106       706       149 org.apache.commons.math3.geometry.partitioning
 26         3        29       560        39 org.apache.commons.math3.geometry.partitioning.utilities
 27       112      1912     17725      1528 org.apache.commons.math3.linear
 28         0         0         1         0 org.apache.commons.math3.ml
 29        13        80       744        75 org.apache.commons.math3.ml.clustering
 30         9        14        94        14 org.apache.commons.math3.ml.distance
 31        34       211      1739       231 org.apache.commons.math3.ode
 32         9        53       720        42 org.apache.commons.math3.ode.events
 33        47       252      4124       161 org.apache.commons.math3.ode.nonstiff
 34        17       135       835        96 org.apache.commons.math3.ode.sampling
 35        20        74       455        88 org.apache.commons.math3.optim
 36        12       115      1101        81 org.apache.commons.math3.optim.linear
 37        12        39       500        53 org.apache.commons.math3.optim.nonlinear.scalar
 38         4        27       334        20 org.apache.commons.math3.optim.nonlinear.scalar.gradient
 39        12       175      3357       135 org.apache.commons.math3.optim.nonlinear.scalar.noderiv
 40         8        30       234        35 org.apache.commons.math3.optim.nonlinear.vector
 41        17       146      2290        82 org.apache.commons.math3.optim.nonlinear.vector.jacobian
 42        12        65       737        55 org.apache.commons.math3.optim.univariate
 43        38        84       693       105 org.apache.commons.math3.optimization
 44        19       233      3823       210 org.apache.commons.math3.optimization.direct
 45         9        56       758        65 org.apache.commons.math3.optimization.fitting
 46        24       187      2367       116 org.apache.commons.math3.optimization.general
 47        11       115       979        81 org.apache.commons.math3.optimization.linear
 48        12        65       695        57 org.apache.commons.math3.optimization.univariate
 49         4        21       258        16 org.apache.commons.math3.primes
 50        55       492      3710       401 org.apache.commons.math3.random
 51         6       107       942        40 org.apache.commons.math3.special
 52         5        95       828        82 org.apache.commons.math3.stat
 53        10        57       565        47 org.apache.commons.math3.stat.clustering
 54         9        91       645        84 org.apache.commons.math3.stat.correlation
 55         3         9        91         3 org.apache.commons.math3.stat.data
 56        29       383      2446       349 org.apache.commons.math3.stat.descriptive
 57        27       195      1148       199 org.apache.commons.math3.stat.descriptive.moment
 58         8        58       408        53 org.apache.commons.math3.stat.descriptive.rank
 59         8        62       313        59 org.apache.commons.math3.stat.descriptive.summary
 60        14       165      1458       135 org.apache.commons.math3.stat.inference
 61         5        26       340        24 org.apache.commons.math3.stat.ranking
 62        14       212      2523       148 org.apache.commons.math3.stat.regression
 63        15       107      1260        79 org.apache.commons.math3.transform
 64         3        13       384         2 org.apache.commons.math3.userguide
 65        47       820      8754       605 org.apache.commons.math3.util
    --------- --------- --------- ---------
         1211     11254    106261      9228 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    65.00   1211.00  11254.00 106261.00   9228.00 | Project
              18.63    173.14   1634.78    141.97 | Package
                         9.29     87.75      7.62 | Class
                                   9.44      0.82 | Function

 Nr. NCSS Functions Classes Javadocs Class
   1   74         8       0        0 org.apache.commons.math3.primes.PrimesTest
   2  205        28       0       29 org.apache.commons.math3.TestUtils
   3  135        12       0        4 org.apache.commons.math3.fitting.PolynomialFitterTest
   4   86         7       0        0 org.apache.commons.math3.fitting.HarmonicFitterTest
   5   74         3       2        0 org.apache.commons.math3.fitting.CurveFitterTest
   6   71        10       0        9 org.apache.commons.math3.fitting.GaussianFitterTest
   7  166        18       2        1 org.apache.commons.math3.analysis.FunctionUtilsTest
   8   77         5       1        0 org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegratorTest
   9   60         3       0        4 org.apache.commons.math3.analysis.integration.TrapezoidIntegratorTest
  10   11         1       0        2 org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactoryTest
  11   15         2       0        0 org.apache.commons.math3.analysis.integration.gauss.DummyRuleFactory
  12    7         2       0        0 org.apache.commons.math3.analysis.integration.gauss.RuleBuilder
  13   16         2       0        1 org.apache.commons.math3.analysis.integration.gauss.LegendreTest
  14   14         3       0        3 org.apache.commons.math3.analysis.integration.gauss.LegendreParametricTest
  15   21         3       0        4 org.apache.commons.math3.analysis.integration.gauss.GaussianQuadratureAbstractTest
  16   14         3       0        3 org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionParametricTest
  17   16         2       0        1 org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionTest
  18   60         3       0        4 org.apache.commons.math3.analysis.integration.RombergIntegratorTest
  19   77         5       1        0 org.apache.commons.math3.analysis.integration.LegendreGaussIntegratorTest
  20   60         3       0        4 org.apache.commons.math3.analysis.integration.SimpsonIntegratorTest
  21   13         4       0        1 org.apache.commons.math3.analysis.MonitoredFunction
  22    5         2       0        1 org.apache.commons.math3.analysis.XMinus5Function
  23   12         2       0        3 org.apache.commons.math3.analysis.SumSincFunction
  24    5         2       0        1 org.apache.commons.math3.analysis.QuinticFunction
  25   70         4       0        5 org.apache.commons.math3.analysis.solvers.MullerSolver2Test
  26   36         2       0        3 org.apache.commons.math3.analysis.solvers.NewtonRaphsonSolverTest
  27  108         6       1        1 org.apache.commons.math3.analysis.solvers.BrentSolverTest
  28   69         5       0        6 org.apache.commons.math3.analysis.solvers.LaguerreSolverTest
  29   70         4       0        5 org.apache.commons.math3.analysis.solvers.RiddersSolverTest
  30   40         3       0        1 org.apache.commons.math3.analysis.solvers.BisectionSolverTest
  31    5         2       0        3 org.apache.commons.math3.analysis.solvers.SecantSolverTest
  32   63        14       0        1 org.apache.commons.math3.analysis.solvers.UnivariateSolverUtilsTest
  33   43         2       1        3 org.apache.commons.math3.analysis.solvers.NewtonSolverTest
  34   71         4       0        5 org.apache.commons.math3.analysis.solvers.MullerSolverTest
  35   12         3       1        4 org.apache.commons.math3.analysis.solvers.RegulaFalsiSolverTest
  36    5         2       0        3 org.apache.commons.math3.analysis.solvers.PegasusSolverTest
  37   89        11       8        3 org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolverTest
  38  104        11       0        3 org.apache.commons.math3.analysis.solvers.BaseSecantSolverAbstractTest
  39    5         2       0        3 org.apache.commons.math3.analysis.solvers.IllinoisSolverTest
  40   72         8       0        1 org.apache.commons.math3.analysis.function.HarmonicOscillatorTest
  41   58         8       2        0 org.apache.commons.math3.analysis.function.SincTest
  42   80        14       0        1 org.apache.commons.math3.analysis.function.GaussianTest
  43   51         9       0        1 org.apache.commons.math3.analysis.function.StepFunctionTest
  44   99        14       0        1 org.apache.commons.math3.analysis.function.LogisticTest
  45   49         9       0        1 org.apache.commons.math3.analysis.function.SigmoidTest
  46   27         3       2        0 org.apache.commons.math3.analysis.function.SqrtTest
  47  116        15       0        1 org.apache.commons.math3.analysis.function.LogitTest
  48   33         2       1        1 org.apache.commons.math3.analysis.differentiation.GradientFunctionTest
  49  840        75       0        1 org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest
  50   34         1       1        1 org.apache.commons.math3.analysis.differentiation.JacobianFunctionTest
  51  261        10       0        1 org.apache.commons.math3.analysis.differentiation.DSCompilerTest
  52  192        16       9        1 org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest
  53   86         4       0        5 org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeFormTest
  54   45         3       0        2 org.apache.commons.math3.analysis.polynomials.PolynomialSplineFunctionTest
  55  119        13       0        7 org.apache.commons.math3.analysis.polynomials.PolynomialFunctionTest
  56   97         5       0        6 org.apache.commons.math3.analysis.polynomials.PolynomialFunctionNewtonFormTest
  57  192        22       6        1 org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest
  58   79         3       2        4 org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatorTest
  59  117        21       0        1 org.apache.commons.math3.analysis.interpolation.LoessInterpolatorTest
  60  151        13       0        0 org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolatorTest
  61   99         7       0        3 org.apache.commons.math3.analysis.interpolation.SplineInterpolatorTest
  62  246         3       9        4 org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest
  63   67         4       0        5 org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolatorTest
  64   67         4       0        5 org.apache.commons.math3.analysis.interpolation.NevilleInterpolatorTest
  65   80         5       0        1 org.apache.commons.math3.analysis.interpolation.UnivariatePeriodicInterpolatorTest
  66   65         5       0        2 org.apache.commons.math3.analysis.interpolation.LinearInterpolatorTest
  67  317         7      17        8 org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest
  68   63         2       2        3 org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatorTest
  69   85         3       2        4 org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolatorTest
  70  143        13       0        0 org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest
  71  104         3       2        4 org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatorTest
  72    8         3       0        0 org.apache.commons.math3.util.BigRealFieldTest
  73  337        15       0        1 org.apache.commons.math3.util.PrecisionTest
  74  526        23      60        1 org.apache.commons.math3.util.FastMathTestPerformance
  75  182        23       0        3 org.apache.commons.math3.util.OpenIntToFieldTest
  76   66        10       1        2 org.apache.commons.math3.util.IncrementorTest
  77   88        14       0        0 org.apache.commons.math3.util.BigRealTest
  78  131         8       0        1 org.apache.commons.math3.util.FastMathStrictComparisonTest
  79   43         4       0        1 org.apache.commons.math3.util.DoubleArrayAbstractTest
  80   14         6       0        7 org.apache.commons.math3.util.TestBean
  81   32         7       0        7 org.apache.commons.math3.util.DefaultTransformerTest
  82   66         5       0        1 org.apache.commons.math3.util.MultidimensionalCounterTest
  83   47         8       0        8 org.apache.commons.math3.util.TransformerMapTest
  84  348        19       1        1 org.apache.commons.math3.util.ResizableDoubleArrayTest
  85  374        39       0        1 org.apache.commons.math3.util.MathArraysTest
  86   41         4       1        2 org.apache.commons.math3.util.PairTest
  87    9         1       1        1 org.apache.commons.math3.util.ContinuedFractionTest
  88  157        19       0        2 org.apache.commons.math3.util.MathUtilsTest
  89  450        29       0        5 org.apache.commons.math3.util.ArithmeticUtilsTest
  90  177        23       0        4 org.apache.commons.math3.util.OpenIntToDoubleHashMapTest
  91  571        54       0        2 org.apache.commons.math3.util.FastMathTest
  92  316         9       0        0 org.apache.commons.math3.util.Decimal64Test
  93  258        22       0        0 org.apache.commons.math3.complex.QuaternionTest
  94   50         6       0        1 org.apache.commons.math3.complex.ComplexUtilsTest
  95    5         2       0        0 org.apache.commons.math3.complex.FrenchComplexFormatTest
  96  761       123       1       11 org.apache.commons.math3.complex.ComplexTest
