target_class,project_id,bug_id
com.fasterxml.jackson.databind.deser.impl.MethodProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdReferenceProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.SetterlessProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.std.AtomicReferenceDeserializer,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers,JacksonDatabind,110
com.fasterxml.jackson.databind.ser.std.NumberSerializer,JacksonDatabind,109
com.fasterxml.jackson.databind.ser.std.NumberSerializers,JacksonDatabind,109
com.fasterxml.jackson.databind.ObjectReader,JacksonDatabind,108
com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase,JacksonDatabind,107
com.fasterxml.jackson.databind.node.TreeTraversingParser,JacksonDatabind,106
com.fasterxml.jackson.databind.deser.std.JdkDeserializers,JacksonDatabind,105
com.fasterxml.jackson.databind.util.StdDateFormat,JacksonDatabind,104
com.fasterxml.jackson.databind.DatabindContext,JacksonDatabind,103
com.fasterxml.jackson.databind.DeserializationContext,JacksonDatabind,103
com.fasterxml.jackson.databind.JsonMappingException,JacksonDatabind,103
com.fasterxml.jackson.databind.SerializerProvider,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.BasicDeserializerFactory,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.DeserializerCache,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.SettableAnyProperty,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.SettableBeanProperty,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdDeserializer,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdValueInstantiator,JacksonDatabind,103
com.fasterxml.jackson.databind.introspect.BasicBeanDescription,JacksonDatabind,103
com.fasterxml.jackson.databind.ser.DefaultSerializerProvider,JacksonDatabind,103
com.fasterxml.jackson.databind.ser.PropertyBuilder,JacksonDatabind,103
com.fasterxml.jackson.databind.util.ClassUtil,JacksonDatabind,103
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator,JacksonXml,6
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,JacksonXml,5
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,JacksonXml,4
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,JacksonXml,3
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream,JacksonXml,2
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,JacksonXml,1
org.jsoup.nodes.FormElement,Jsoup,93
org.jsoup.nodes.Attributes,Jsoup,92
org.jsoup.parser.HtmlTreeBuilder,Jsoup,92
org.jsoup.parser.ParseSettings,Jsoup,92
org.jsoup.parser.Token,Jsoup,92
org.jsoup.parser.XmlTreeBuilder,Jsoup,92
org.jsoup.UncheckedIOException,Jsoup,91
org.jsoup.parser.CharacterReader,Jsoup,91
org.jsoup.helper.HttpConnection,Jsoup,90
org.jsoup.nodes.Attribute,Jsoup,89
org.jsoup.nodes.Attribute,Jsoup,88
org.jsoup.nodes.Element,Jsoup,87
org.jsoup.parser.HtmlTreeBuilder,Jsoup,87
org.jsoup.parser.HtmlTreeBuilderState,Jsoup,87
org.jsoup.parser.Tag,Jsoup,87
org.jsoup.nodes.Comment,Jsoup,86
org.jsoup.nodes.Attribute,Jsoup,85
org.jsoup.helper.W3CDom,Jsoup,84
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,22
org.apache.commons.jxpath.ri.model.beans.PropertyPointer,JxPath,21
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,JxPath,20
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.axes.AttributeContext,JxPath,18
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.axes.UnionContext,JxPath,15
org.apache.commons.jxpath.ri.compiler.CoreFunction,JxPath,14
org.apache.commons.jxpath.ri.NamespaceResolver,JxPath,13
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,13
org.apache.commons.lang3.math.NumberUtils,Lang,1
org.apache.commons.lang3.math.NumberUtils,Lang,3
org.apache.commons.lang3.text.translate.LookupTranslator,Lang,4
