target_class,project_id,bug_id
org.jsoup.parser.HtmlTreeBuilder,Jsoup,87
org.jsoup.parser.HtmlTreeBuilderState,Jsoup,87
org.jsoup.parser.Tag,Jsoup,87
org.jsoup.nodes.Comment,Jsoup,86
org.jsoup.nodes.Attribute,Jsoup,85
org.jsoup.helper.W3CDom,Jsoup,84
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,22
org.apache.commons.jxpath.ri.model.beans.PropertyPointer,JxPath,21
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,JxPath,20
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.axes.AttributeContext,JxPath,18
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.axes.UnionContext,JxPath,15
org.apache.commons.jxpath.ri.compiler.CoreFunction,JxPath,14
org.apache.commons.jxpath.ri.NamespaceResolver,JxPath,13
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,13
org.apache.commons.lang3.math.NumberUtils,Lang,1
org.apache.commons.lang3.math.NumberUtils,Lang,3
org.apache.commons.lang3.text.translate.LookupTranslator,Lang,4
org.apache.commons.lang3.LocaleUtils,Lang,5
org.apache.commons.lang3.text.translate.CharSequenceTranslator,Lang,6
org.apache.commons.lang3.math.NumberUtils,Lang,7
org.apache.commons.lang3.time.FastDatePrinter,Lang,8
org.apache.commons.lang3.time.FastDateParser,Lang,9
org.apache.commons.lang3.time.FastDateParser,Lang,10
org.apache.commons.lang3.RandomStringUtils,Lang,11
org.apache.commons.math3.fraction.BigFraction,Math,1
org.apache.commons.math3.fraction.Fraction,Math,1
org.apache.commons.math3.distribution.HypergeometricDistribution,Math,2
org.apache.commons.math3.util.MathArrays,Math,3
org.apache.commons.math3.geometry.euclidean.threed.SubLine,Math,4
org.apache.commons.math3.geometry.euclidean.twod.SubLine,Math,4
org.apache.commons.math3.complex.Complex,Math,5
org.apache.commons.math3.optim.BaseOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizer,Math,6
org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizer,Math,6
org.apache.commons.math3.ode.AbstractIntegrator,Math,7
org.apache.commons.math3.distribution.DiscreteDistribution,Math,8
org.apache.commons.math3.geometry.euclidean.threed.Line,Math,9
org.apache.commons.math3.analysis.differentiation.DSCompiler,Math,10
org.mockito.internal.invocation.InvocationMatcher,Mockito,3
org.mockito.internal.invocation.InvocationMatcher,Mockito,1
org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues,Mockito,18
org.mockito.internal.configuration.injection.filter.FinalMockCandidateFilter,Mockito,19
org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter,Mockito,19
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter,Mockito,19
org.mockito.internal.configuration.injection.PropertyAndSetterInjection,Mockito,19
org.mockito.internal.util.Timer,Mockito,2
org.mockito.exceptions.Reporter,Mockito,4
org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker,Mockito,20
org.mockito.internal.verification.VerificationOverTimeImpl,Mockito,5
org.mockito.Matchers,Mockito,6
org.mockito.internal.util.reflection.GenericMetadataSupport,Mockito,7
org.joda.time.field.UnsupportedDurationField,Time,1
org.joda.time.Partial,Time,1
org.joda.time.field.UnsupportedDurationField,Time,2
org.joda.time.Partial,Time,2
org.joda.time.MutableDateTime,Time,3
org.joda.time.Partial,Time,4
org.joda.time.Period,Time,5
org.joda.time.chrono.GJChronology,Time,6
org.joda.time.format.DateTimeFormatter,Time,7
org.joda.time.DateTimeZone,Time,8
org.joda.time.DateTimeZone,Time,9
org.joda.time.base.BaseSingleFieldPeriod,Time,10
