target_class,project_id,bug_id
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,JacksonXml,3
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream,JacksonXml,2
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,JacksonXml,1
org.jsoup.nodes.FormElement,Jsoup,93
org.jsoup.nodes.Attributes,Jsoup,92
org.jsoup.parser.HtmlTreeBuilder,Jsoup,92
org.jsoup.parser.ParseSettings,Jsoup,92
org.jsoup.parser.Token,Jsoup,92
org.jsoup.parser.XmlTreeBuilder,Jsoup,92
org.jsoup.UncheckedIOException,Jsoup,91
org.jsoup.parser.CharacterReader,Jsoup,91
org.jsoup.helper.HttpConnection,Jsoup,90
org.jsoup.nodes.Attribute,Jsoup,89
org.jsoup.nodes.Attribute,Jsoup,88
org.jsoup.nodes.Element,Jsoup,87
org.jsoup.parser.HtmlTreeBuilder,Jsoup,87
org.jsoup.parser.HtmlTreeBuilderState,Jsoup,87
org.jsoup.parser.Tag,Jsoup,87
org.jsoup.nodes.Comment,Jsoup,86
org.jsoup.nodes.Attribute,Jsoup,85
org.jsoup.helper.W3CDom,Jsoup,84
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,22
org.apache.commons.jxpath.ri.model.beans.PropertyPointer,JxPath,21
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,JxPath,20
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,19
org.apache.commons.jxpath.ri.axes.AttributeContext,JxPath,18
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,JxPath,17
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,JxPath,16
org.apache.commons.jxpath.ri.axes.UnionContext,JxPath,15
org.apache.commons.jxpath.ri.compiler.CoreFunction,JxPath,14
org.apache.commons.jxpath.ri.NamespaceResolver,JxPath,13
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,JxPath,13
org.apache.commons.lang3.math.NumberUtils,Lang,1
org.apache.commons.lang3.math.NumberUtils,Lang,3
org.apache.commons.lang3.text.translate.LookupTranslator,Lang,4
org.apache.commons.lang3.LocaleUtils,Lang,5
org.apache.commons.lang3.text.translate.CharSequenceTranslator,Lang,6
org.apache.commons.lang3.math.NumberUtils,Lang,7
org.apache.commons.lang3.time.FastDatePrinter,Lang,8
org.apache.commons.lang3.time.FastDateParser,Lang,9
org.apache.commons.lang3.time.FastDateParser,Lang,10
org.apache.commons.lang3.RandomStringUtils,Lang,11
org.apache.commons.math3.fraction.BigFraction,Math,1
org.apache.commons.math3.fraction.Fraction,Math,1
