target_class,project_id,bug_id
com.fasterxml.jackson.core.base.ParserMinimalBase,JacksonCore,24
com.fasterxml.jackson.core.util.DefaultPrettyPrinter,JacksonCore,23
com.fasterxml.jackson.core.filter.FilteringParserDelegate,JacksonCore,22
com.fasterxml.jackson.core.filter.FilteringParserDelegate,JacksonCore,21
com.fasterxml.jackson.core.JsonGenerator,JacksonCore,20
com.fasterxml.jackson.core.json.ReaderBasedJsonParser,JacksonCore,19
com.fasterxml.jackson.core.json.UTF8StreamJsonParser,JacksonCore,19
com.fasterxml.jackson.core.base.GeneratorBase,JacksonCore,18
com.fasterxml.jackson.core.json.UTF8JsonGenerator,JacksonCore,18
com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,JacksonCore,18
com.fasterxml.jackson.core.json.UTF8JsonGenerator,JacksonCore,17
com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,JacksonDatabind,112
com.fasterxml.jackson.databind.deser.CreatorProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.FieldProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.MethodProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdReferenceProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.SetterlessProperty,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.std.AtomicReferenceDeserializer,JacksonDatabind,111
com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers,JacksonDatabind,110
com.fasterxml.jackson.databind.ser.std.NumberSerializer,JacksonDatabind,109
com.fasterxml.jackson.databind.ser.std.NumberSerializers,JacksonDatabind,109
com.fasterxml.jackson.databind.ObjectReader,JacksonDatabind,108
com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase,JacksonDatabind,107
com.fasterxml.jackson.databind.node.TreeTraversingParser,JacksonDatabind,106
com.fasterxml.jackson.databind.deser.std.JdkDeserializers,JacksonDatabind,105
com.fasterxml.jackson.databind.util.StdDateFormat,JacksonDatabind,104
com.fasterxml.jackson.databind.DatabindContext,JacksonDatabind,103
com.fasterxml.jackson.databind.DeserializationContext,JacksonDatabind,103
com.fasterxml.jackson.databind.JsonMappingException,JacksonDatabind,103
com.fasterxml.jackson.databind.SerializerProvider,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.BasicDeserializerFactory,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.DeserializerCache,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.SettableAnyProperty,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.SettableBeanProperty,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdDeserializer,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer,JacksonDatabind,103
com.fasterxml.jackson.databind.deser.std.StdValueInstantiator,JacksonDatabind,103
com.fasterxml.jackson.databind.introspect.BasicBeanDescription,JacksonDatabind,103
com.fasterxml.jackson.databind.ser.DefaultSerializerProvider,JacksonDatabind,103
com.fasterxml.jackson.databind.ser.PropertyBuilder,JacksonDatabind,103
com.fasterxml.jackson.databind.util.ClassUtil,JacksonDatabind,103
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator,JacksonXml,6
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,JacksonXml,5
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,JacksonXml,4
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,JacksonXml,3
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream,JacksonXml,2
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,JacksonXml,1
org.jsoup.nodes.FormElement,Jsoup,93
org.jsoup.nodes.Attributes,Jsoup,92
org.jsoup.parser.HtmlTreeBuilder,Jsoup,92
org.jsoup.parser.ParseSettings,Jsoup,92
org.jsoup.parser.Token,Jsoup,92
org.jsoup.parser.XmlTreeBuilder,Jsoup,92
org.jsoup.UncheckedIOException,Jsoup,91
org.jsoup.parser.CharacterReader,Jsoup,91
org.jsoup.helper.HttpConnection,Jsoup,90
org.jsoup.nodes.Attribute,Jsoup,89
org.jsoup.nodes.Attribute,Jsoup,88
org.jsoup.nodes.Element,Jsoup,87
org.jsoup.parser.HtmlTreeBuilder,Jsoup,87
org.jsoup.parser.HtmlTreeBuilderState,Jsoup,87
org.jsoup.parser.Tag,Jsoup,87
org.jsoup.nodes.Comment,Jsoup,86
org.jsoup.nodes.Attribute,Jsoup,85
