Nr.   Classes Functions      NCSS  Javadocs Package
  1        18        56       252        36 org.apache.commons.codec
  2        27       400      4438       260 org.apache.commons.codec.binary
  3         1        10        69         2 org.apache.commons.codec.cli
  4        25       316      1805       184 org.apache.commons.codec.digest
  5        24       359      2579       196 org.apache.commons.codec.language
  6        15        96      1214        61 org.apache.commons.codec.language.bm
  7        12       142      1100        82 org.apache.commons.codec.net
    --------- --------- --------- ---------
          122      1379     11457       821 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
     7.00    122.00   1379.00  11457.00    821.00 | Project
              17.43    197.00   1636.71    117.29 | Package
                        11.30     93.91      6.73 | Class
                                   8.31      0.60 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   48         9       0        1 org.apache.commons.codec.StringEncoderAbstractTest
  2   19         4       0        1 org.apache.commons.codec.DecoderExceptionTest
  3    9         3       0        1 org.apache.commons.codec.BinaryEncoderAbstractTest
  4   17         3       0        1 org.apache.commons.codec.StringEncoderComparatorTest
  5   65        10       0        1 org.apache.commons.codec.net.BCodecTest
  6    3         1       0        2 org.apache.commons.codec.net.UtilsTest
  7   92        13       0        1 org.apache.commons.codec.net.QCodecTest
  8   30         3       1        1 org.apache.commons.codec.net.RFC1522CodecTest
  9  147        18       0        1 org.apache.commons.codec.net.URLCodecTest
 10  161        22       0        1 org.apache.commons.codec.net.QuotedPrintableCodecTest
 11   65        15       0        1 org.apache.commons.codec.digest.MessageDigestAlgorithmsTest
 12  156        24       0        5 org.apache.commons.codec.digest.DigestUtilsTest
 13   27         7       0        0 org.apache.commons.codec.digest.Sha256CryptTest
 14   96        23       0        1 org.apache.commons.codec.digest.HmacUtilsTest
 15   24         5       0        1 org.apache.commons.codec.digest.PureJavaCrc32CTest
 16   30         9       0        0 org.apache.commons.codec.digest.Sha512CryptTest
 17    9         2       0        0 org.apache.commons.codec.digest.B64Test
 18    3         1       0        0 org.apache.commons.codec.digest.Sha2CryptTest
 19   12         4       0        1 org.apache.commons.codec.digest.CryptTest
 20   29         9       0        3 org.apache.commons.codec.digest.UnixCryptTest
 21   33         8       0        0 org.apache.commons.codec.digest.Apr1CryptTest
 22   23         7       0        0 org.apache.commons.codec.digest.Md5CryptTest
 23   72        20       0        1 org.apache.commons.codec.digest.HmacAlgorithmsTest
 24  199         3       2        4 org.apache.commons.codec.digest.PureJavaCrc32Test
 25   18         6       0        5 org.apache.commons.codec.language.Caverphone1Test
 26   38         7       0        1 org.apache.commons.codec.language.RefinedSoundexTest
 27  109        34       0       16 org.apache.commons.codec.language.MetaphoneTest
 28   35         4       1        0 org.apache.commons.codec.language.bm.CacheSubSequencePerformanceTest
 29   80         4       1        1 org.apache.commons.codec.language.bm.RuleTest
