Nr.   Classes Functions      NCSS  Javadocs Package
  1         5        78      1487        10 org.joda.example.time
  2       126      4986     36575      2292 org.joda.time
  3        13       234      1134       247 org.joda.time.base
  4        40       745      6489       323 org.joda.time.chrono
  5        17       181       789        39 org.joda.time.chrono.gj
  6        36       375      2736       138 org.joda.time.convert
  7        35       809      4129       341 org.joda.time.field
  8        29       878      8581       346 org.joda.time.format
  9        15       137      1997        76 org.joda.time.tz
    --------- --------- --------- ---------
          316      8423     63917      3812 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
     9.00    316.00   8423.00  63917.00   3812.00 | Project
              35.11    935.89   7101.89    423.56 | Package
                        26.66    202.27     12.06 | Class
                                   7.59      0.45 | Function

Nr. NCSS Functions Classes Javadocs Class
  1  532        68       1        1 org.joda.time.TestYearMonthDay_Basics
  2  231        32       0        1 org.joda.time.TestHours
  3  452        58       3        1 org.joda.time.TestInterval_Constructors
  4  530        45       0        1 org.joda.time.TestLocalTime_Properties
  5 1119       111       0        6 org.joda.time.TestPeriod_Constructors
  6  226        32       0        1 org.joda.time.TestWeeks
  7   69        15       0        9 org.joda.time.TestInstant_Constructors
  8  571        79       0        1 org.joda.time.TestPartial_Basics
  9  459        49       0       38 org.joda.time.TestDateTimeComparator
 10  559        62       0        1 org.joda.time.TestLocalDateTime_Constructors
 11   80         8       0        1 org.joda.time.TestPartial_Match
 12   20         1       0        1 org.joda.time.ClassLoadTest
 13  761        66       0        1 org.joda.time.TestLocalDateTime_Properties
 14  110        25       0        1 org.joda.time.TestStringConvert
 15  518        42       3        1 org.joda.time.TestMutableDateTime_Basics
 16  276        47       0       40 org.joda.time.TestMutableDateTime_Constructors
 17  401        22       0        2 org.joda.time.chrono.TestCopticChronology
 18  401        22       0        2 org.joda.time.chrono.TestEthiopicChronology
 19  554        27       0        2 org.joda.time.chrono.TestIslamicChronology
 20  331        34       0        1 org.joda.time.chrono.TestGJChronology
 21  290        23       0        1 org.joda.time.chrono.TestISOChronology
 22   79        15       0        1 org.joda.time.chrono.TestLenientChronology
 23  261        19       0        1 org.joda.time.chrono.TestBuddhistChronology
 24   29        11       0        1 org.joda.time.chrono.gj.TestGJWeekyearField
 25   21         5       0        1 org.joda.time.chrono.gj.TestJulianYearField
 26   97        44       0       14 org.joda.time.chrono.gj.TestGJChronology
 27   23         9       0        1 org.joda.time.chrono.gj.TestGJDayOfMonthField
 28   27        11       0        1 org.joda.time.chrono.gj.TestGJYearField
 29   21         5       0        1 org.joda.time.chrono.gj.TestJulianWeekyearField
 30   20         9       0        1 org.joda.time.chrono.gj.TestGJDayOfYearField
 31   20         8       0        1 org.joda.time.chrono.gj.TestGJDayOfWeekField
 32   63        11       0        4 org.joda.time.chrono.gj.TestGregorianChronology
 33   40        11       0        1 org.joda.time.chrono.gj.TestGJMonthOfYearField
 34   11         3       0        1 org.joda.time.chrono.gj.TestAll
 35   75        15       0        4 org.joda.time.chrono.gj.TestJulianChronology
 36  226        21       0        4 org.joda.time.chrono.gj.MainTest
 37   10         4       0        1 org.joda.time.chrono.gj.TestGJDateTimeField
 38   24         9       0        1 org.joda.time.chrono.gj.TestGJWeekOfWeekyearField
 39   26         3       0        1 org.joda.time.chrono.gj.TestJulianMonthOfYearField
 40    5         2       0        1 org.joda.time.chrono.gj.TestJulianDayOfMonthField
 41  189        17       0        1 org.joda.time.chrono.TestGregorianChronology
 42   19         3       0        1 org.joda.time.chrono.TestAll
 43  183        16       0        1 org.joda.time.chrono.TestJulianChronology
 44  470        68       1        1 org.joda.time.TestMonthDay_Basics
 45  126        23       0        3 org.joda.time.TestDuration_Constructors
 46   26        12       0        1 org.joda.time.MockPartial
 47  455        51       0       33 org.joda.time.TestTimeOfDay_Constructors
 48  606        49      10        1 org.joda.time.TestDateTimeZone
 49 1013        84       0        1 org.joda.time.TestDateTime_Properties
 50  862       129       0        1 org.joda.time.TestDateTimeZoneCutover
 51  254        34       0        1 org.joda.time.TestDays
 52  838        85       3        1 org.joda.time.TestDateTime_Basics
 53   66         6       1        1 org.joda.time.TestBasePartial
 54  238        24       0        1 org.joda.time.TestYearMonth_Properties
 55  481        58       1        1 org.joda.time.TestTimeOfDay_Basics
 56  647        47       0        1 org.joda.time.TestPeriodType
 57  173        17       1        2 org.joda.time.TestBaseSingleFieldPeriod
 58  201        27       0       23 org.joda.time.TestPartial_Constructors
 59  216        28       0        1 org.joda.time.TestMonths
 60  300        47       0       40 org.joda.time.TestDateMidnight_Constructors
 61  271        29       7        1 org.joda.time.TestDateTimeUtils
 62  513        64       0        2 org.joda.time.TestLocalTime_Constructors
 63  218        32       0        1 org.joda.time.TestMinutes
 64  381        33       0        1 org.joda.time.TestYearMonthDay_Properties
 65  206        34       0       18 org.joda.time.TestYearMonth_Constructors
 66  395        54       5        1 org.joda.time.field.TestPreciseDateTimeField
 67  236        10       0        9 org.joda.time.field.TestUnsupportedDateTimeField
 68  154        28       0        1 org.joda.time.field.TestPreciseDurationField
 69  166        29       0        1 org.joda.time.field.TestScaledDurationField
 70  143         8       0        1 org.joda.time.field.TestFieldUtils
 71  409        54       9        1 org.joda.time.field.TestPreciseDurationDateTimeField
 72  109        25       0        1 org.joda.time.field.TestMillisDurationField
 73  379        53       8        1 org.joda.time.field.TestBaseDateTimeField
 74   18         3       0        1 org.joda.time.field.TestAll
