Nr.   Classes Functions      NCSS  Javadocs Package
  1         1         2        51         1 .
  2        39       235      1217       181 org.apache.commons.jxpath
  3         2         5        78         3 org.apache.commons.jxpath.functions
  4        11       171       983        94 org.apache.commons.jxpath.ri
  5        18       143      1198        46 org.apache.commons.jxpath.ri.axes
  6        42       323      2116        76 org.apache.commons.jxpath.ri.compiler
  7        14       286      1369        83 org.apache.commons.jxpath.ri.model
  8        20       205      1111        55 org.apache.commons.jxpath.ri.model.beans
  9         3        31       160         6 org.apache.commons.jxpath.ri.model.container
 10         9       110       870        18 org.apache.commons.jxpath.ri.model.dom
 11         5        38       233        21 org.apache.commons.jxpath.ri.model.dynabeans
 12         7        61       404        24 org.apache.commons.jxpath.ri.model.dynamic
 13         9       104       875        20 org.apache.commons.jxpath.ri.model.jdom
 14         7       335      5648        15 org.apache.commons.jxpath.ri.parser
 15        11        35       243        17 org.apache.commons.jxpath.servlet
 16         9        56       830        40 org.apache.commons.jxpath.util
 17         5        24       134        26 org.apache.commons.jxpath.xml
    --------- --------- --------- ---------
          212      2164     17520       726 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    17.00    212.00   2164.00  17520.00    726.00 | Project
              12.47    127.29   1030.59     42.71 | Package
                        10.21     82.64      3.42 | Class
                                   8.10      0.34 | Function

Nr. NCSS Functions Classes Javadocs Class
  1   28         3       0        3 org.apache.commons.jxpath.JXPathTestSuite
  2   68        13       3        2 org.apache.commons.jxpath.util.BasicTypeConverterTest
  3   23        10       0        4 org.apache.commons.jxpath.NestedTestBean
  4   67        18       0        4 org.apache.commons.jxpath.TestBean
  5  176        29       0        2 org.apache.commons.jxpath.JXPathTestCase
  6  147        32       0        3 org.apache.commons.jxpath.ri.JXPathCompiledExpressionTest
  7  167        15       0        3 org.apache.commons.jxpath.ri.axes.SimplePathInterpreterTest
  8   19         4       0        2 org.apache.commons.jxpath.ri.axes.RecursiveAxesTest
  9   20         6       0        1 org.apache.commons.jxpath.ri.axes.TestBeanWithNode
 10   18         7       0        1 org.apache.commons.jxpath.ri.axes.RecursiveBean
 11   32         2       1        2 org.apache.commons.jxpath.ri.StressTest
 12  195        44       0        5 org.apache.commons.jxpath.ri.model.MixedModelTest
 13   32        14       0        2 org.apache.commons.jxpath.ri.model.XMLPreserveSpaceTest
 14   27         2       0        2 org.apache.commons.jxpath.ri.model.dynamic.TestDynamicPropertyFactory
 15  114        20       0        4 org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertiesModelTest
 16  197        37       1        6 org.apache.commons.jxpath.ri.model.XMLModelTestCase
 17    7         3       0        1 org.apache.commons.jxpath.ri.model.ExceptionPropertyTestBean
 18  295        57       0        6 org.apache.commons.jxpath.ri.model.BeanModelTestCase
 19   32        14       0        2 org.apache.commons.jxpath.ri.model.XMLSpaceTest
 20   21         7       1        3 org.apache.commons.jxpath.ri.model.EmptyCollectionTest
 21   23         2       0        3 org.apache.commons.jxpath.ri.model.dynabeans.TestDynaBeanFactory
 22    9         4       0        1 org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanModelTest
 23   67         7       3        3 org.apache.commons.jxpath.ri.model.container.ContainerModelTest
 24   12         5       0        3 org.apache.commons.jxpath.ri.model.beans.BeanModelTest
 25    5         1       0        1 org.apache.commons.jxpath.ri.model.beans.TestIndexedPropertyBean
 26   19         2       0        3 org.apache.commons.jxpath.ri.model.beans.TestBeanFactory
