Nr.   Classes Functions      NCSS  Javadocs Package
  1         1         4       219         1 .
  2         8       155       658       107 org.apache.commons.math3
  3        20        66       569        92 org.apache.commons.math3.analysis
  4        18       252      2569       178 org.apache.commons.math3.analysis.differentiation
  5        53       204      1457       195 org.apache.commons.math3.analysis.function
  6        14        74       853        75 org.apache.commons.math3.analysis.integration
  7        18        53       651        52 org.apache.commons.math3.analysis.integration.gauss
  8        35       170      3007       148 org.apache.commons.math3.analysis.interpolation
  9        10       103      1120        94 org.apache.commons.math3.analysis.polynomials
 10        42       207      2023       211 org.apache.commons.math3.analysis.solvers
 11        14       307      1967       128 org.apache.commons.math3.complex
 12        11       270      3443       211 org.apache.commons.math3.dfp
 13        66       809      4464       726 org.apache.commons.math3.distribution
 14         2        16       248        14 org.apache.commons.math3.distribution.fitting
 15        35        93       443       119 org.apache.commons.math3.exception
 16         9        43       288        36 org.apache.commons.math3.exception.util
 17         6        37       273        37 org.apache.commons.math3.filter
 18         9        53       725        59 org.apache.commons.math3.fitting
 19        16       261      2150       167 org.apache.commons.math3.fraction
 20        47       188      1554       137 org.apache.commons.math3.genetics
 21         3        38       110        41 org.apache.commons.math3.geometry
 22         9        90       422        90 org.apache.commons.math3.geometry.euclidean.oned
 23        31       515      4556       340 org.apache.commons.math3.geometry.euclidean.threed
 24        12       160      1280       153 org.apache.commons.math3.geometry.euclidean.twod
 25        13       106       706       149 org.apache.commons.math3.geometry.partitioning
 26         3        29       560        39 org.apache.commons.math3.geometry.partitioning.utilities
 27       112      1912     17725      1528 org.apache.commons.math3.linear
 28         0         0         1         0 org.apache.commons.math3.ml
 29        13        80       744        75 org.apache.commons.math3.ml.clustering
 30         9        14        94        14 org.apache.commons.math3.ml.distance
 31        34       211      1739       231 org.apache.commons.math3.ode
 32         9        53       720        42 org.apache.commons.math3.ode.events
 33        47       252      4124       161 org.apache.commons.math3.ode.nonstiff
 34        17       135       835        96 org.apache.commons.math3.ode.sampling
 35        20        74       455        88 org.apache.commons.math3.optim
 36        12       115      1101        81 org.apache.commons.math3.optim.linear
 37        12        39       500        53 org.apache.commons.math3.optim.nonlinear.scalar
 38         4        27       334        20 org.apache.commons.math3.optim.nonlinear.scalar.gradient
 39        12       175      3357       135 org.apache.commons.math3.optim.nonlinear.scalar.noderiv
 40         8        30       234        35 org.apache.commons.math3.optim.nonlinear.vector
 41        17       146      2290        82 org.apache.commons.math3.optim.nonlinear.vector.jacobian
 42        12        65       737        55 org.apache.commons.math3.optim.univariate
 43        38        84       693       105 org.apache.commons.math3.optimization
 44        19       233      3823       210 org.apache.commons.math3.optimization.direct
 45         9        56       758        65 org.apache.commons.math3.optimization.fitting
 46        24       187      2367       116 org.apache.commons.math3.optimization.general
 47        11       115       979        81 org.apache.commons.math3.optimization.linear
 48        12        65       695        57 org.apache.commons.math3.optimization.univariate
 49         4        21       258        16 org.apache.commons.math3.primes
 50        55       492      3709       401 org.apache.commons.math3.random
 51         6       107       942        40 org.apache.commons.math3.special
 52         5        95       828        82 org.apache.commons.math3.stat
 53        10        57       565        47 org.apache.commons.math3.stat.clustering
 54         9        91       645        84 org.apache.commons.math3.stat.correlation
 55         3         9        91         3 org.apache.commons.math3.stat.data
 56        29       383      2446       349 org.apache.commons.math3.stat.descriptive
 57        27       195      1148       199 org.apache.commons.math3.stat.descriptive.moment
 58         8        58       408        53 org.apache.commons.math3.stat.descriptive.rank
 59         8        62       313        59 org.apache.commons.math3.stat.descriptive.summary
 60        14       165      1458       135 org.apache.commons.math3.stat.inference
 61         5        26       340        24 org.apache.commons.math3.stat.ranking
 62        14       212      2523       148 org.apache.commons.math3.stat.regression
 63        15       107      1260        79 org.apache.commons.math3.transform
 64         3        13       392         3 org.apache.commons.math3.userguide
 65        47       822      8772       605 org.apache.commons.math3.util
    --------- --------- --------- ---------
         1218     11286    106718      9256 Total

 Packages   Classes Functions      NCSS  Javadocs | per
-------------------------------------------------------------
    65.00   1218.00  11286.00 106718.00   9256.00 | Project
              18.74    173.63   1641.82    142.40 | Package
                         9.27     87.62      7.60 | Class
                                   9.46      0.82 | Function

 Nr. NCSS Functions Classes Javadocs Class
   1   74         8       0        0 org.apache.commons.math3.primes.PrimesTest
   2  205        28       0       29 org.apache.commons.math3.TestUtils
   3  135        12       0        4 org.apache.commons.math3.fitting.PolynomialFitterTest
   4   86         7       0        0 org.apache.commons.math3.fitting.HarmonicFitterTest
   5   74         3       2        0 org.apache.commons.math3.fitting.CurveFitterTest
   6   71        10       0        9 org.apache.commons.math3.fitting.GaussianFitterTest
   7  166        18       2        1 org.apache.commons.math3.analysis.FunctionUtilsTest
   8   88         6       1        0 org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegratorTest
   9   60         3       0        4 org.apache.commons.math3.analysis.integration.TrapezoidIntegratorTest
  10   21         3       0        3 org.apache.commons.math3.analysis.integration.gauss.HermiteParametricTest
  11   11         1       0        2 org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactoryTest
  12   15         2       0        0 org.apache.commons.math3.analysis.integration.gauss.DummyRuleFactory
  13    7         2       0        0 org.apache.commons.math3.analysis.integration.gauss.RuleBuilder
  14   16         2       0        1 org.apache.commons.math3.analysis.integration.gauss.LegendreTest
  15   14         3       0        3 org.apache.commons.math3.analysis.integration.gauss.LegendreParametricTest
  16   21         3       0        4 org.apache.commons.math3.analysis.integration.gauss.GaussianQuadratureAbstractTest
  17   14         3       0        3 org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionParametricTest
  18   23         3       0        1 org.apache.commons.math3.analysis.integration.gauss.GaussIntegratorTest
  19   40         3       3        1 org.apache.commons.math3.analysis.integration.gauss.HermiteTest
  20   16         2       0        1 org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionTest
  21   60         3       0        4 org.apache.commons.math3.analysis.integration.RombergIntegratorTest
  22   77         5       1        0 org.apache.commons.math3.analysis.integration.LegendreGaussIntegratorTest
  23   60         3       0        4 org.apache.commons.math3.analysis.integration.SimpsonIntegratorTest
  24   69         4       0        5 org.apache.commons.math3.analysis.integration.MidPointIntegratorTest
  25   13         4       0        1 org.apache.commons.math3.analysis.MonitoredFunction
  26    5         2       0        1 org.apache.commons.math3.analysis.XMinus5Function
  27   12         2       0        3 org.apache.commons.math3.analysis.SumSincFunction
  28    5         2       0        1 org.apache.commons.math3.analysis.QuinticFunction
  29   70         4       0        5 org.apache.commons.math3.analysis.solvers.MullerSolver2Test
  30   36         2       0        3 org.apache.commons.math3.analysis.solvers.NewtonRaphsonSolverTest
  31  108         6       1        1 org.apache.commons.math3.analysis.solvers.BrentSolverTest
  32   69         5       0        6 org.apache.commons.math3.analysis.solvers.LaguerreSolverTest
  33   70         4       0        5 org.apache.commons.math3.analysis.solvers.RiddersSolverTest
  34   40         3       0        1 org.apache.commons.math3.analysis.solvers.BisectionSolverTest
  35    5         2       0        3 org.apache.commons.math3.analysis.solvers.SecantSolverTest
  36   63        14       0        1 org.apache.commons.math3.analysis.solvers.UnivariateSolverUtilsTest
  37   43         2       1        3 org.apache.commons.math3.analysis.solvers.NewtonSolverTest
  38   71         4       0        5 org.apache.commons.math3.analysis.solvers.MullerSolverTest
  39   12         3       1        4 org.apache.commons.math3.analysis.solvers.RegulaFalsiSolverTest
  40    5         2       0        3 org.apache.commons.math3.analysis.solvers.PegasusSolverTest
  41   89        11       8        3 org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolverTest
  42  104        11       0        3 org.apache.commons.math3.analysis.solvers.BaseSecantSolverAbstractTest
  43    5         2       0        3 org.apache.commons.math3.analysis.solvers.IllinoisSolverTest
  44   72         8       0        1 org.apache.commons.math3.analysis.function.HarmonicOscillatorTest
  45   58         8       2        0 org.apache.commons.math3.analysis.function.SincTest
  46   80        14       0        1 org.apache.commons.math3.analysis.function.GaussianTest
  47   51         9       0        1 org.apache.commons.math3.analysis.function.StepFunctionTest
  48   99        14       0        1 org.apache.commons.math3.analysis.function.LogisticTest
  49   49         9       0        1 org.apache.commons.math3.analysis.function.SigmoidTest
  50   27         3       2        0 org.apache.commons.math3.analysis.function.SqrtTest
  51  116        15       0        1 org.apache.commons.math3.analysis.function.LogitTest
  52   33         2       1        1 org.apache.commons.math3.analysis.differentiation.GradientFunctionTest
  53  840        75       0        1 org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest
  54   34         1       1        1 org.apache.commons.math3.analysis.differentiation.JacobianFunctionTest
  55  261        10       0        1 org.apache.commons.math3.analysis.differentiation.DSCompilerTest
  56  192        16       9        1 org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest
  57   86         4       0        5 org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeFormTest
  58   66         4       0        2 org.apache.commons.math3.analysis.polynomials.PolynomialSplineFunctionTest
  59  119        13       0        7 org.apache.commons.math3.analysis.polynomials.PolynomialFunctionTest
  60   97         5       0        6 org.apache.commons.math3.analysis.polynomials.PolynomialFunctionNewtonFormTest
  61  192        22       6        1 org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest
  62   79         3       2        4 org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatorTest
  63  117        21       0        1 org.apache.commons.math3.analysis.interpolation.LoessInterpolatorTest
  64  151        13       0        0 org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolatorTest
  65   99         7       0        3 org.apache.commons.math3.analysis.interpolation.SplineInterpolatorTest
  66  246         3       9        4 org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest
  67   67         4       0        5 org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolatorTest
  68   67         4       0        5 org.apache.commons.math3.analysis.interpolation.NevilleInterpolatorTest
  69   80         5       0        1 org.apache.commons.math3.analysis.interpolation.UnivariatePeriodicInterpolatorTest
  70   65         5       0        2 org.apache.commons.math3.analysis.interpolation.LinearInterpolatorTest
  71  357         8      17        8 org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest
  72   63         2       2        3 org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatorTest
  73   85         3       2        4 org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolatorTest
  74  143        13       0        0 org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest
  75  104         3       2        4 org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatorTest
  76    8         3       0        0 org.apache.commons.math3.util.BigRealFieldTest
  77  337        15       0        1 org.apache.commons.math3.util.PrecisionTest
  78  526        23      60        1 org.apache.commons.math3.util.FastMathTestPerformance
  79  182        23       0        3 org.apache.commons.math3.util.OpenIntToFieldTest
  80   66        10       1        2 org.apache.commons.math3.util.IncrementorTest
  81   88        14       0        0 org.apache.commons.math3.util.BigRealTest
  82  131         8       0        1 org.apache.commons.math3.util.FastMathStrictComparisonTest
  83   43         4       0        1 org.apache.commons.math3.util.DoubleArrayAbstractTest
  84   14         6       0        7 org.apache.commons.math3.util.TestBean
  85   32         7       0        7 org.apache.commons.math3.util.DefaultTransformerTest
  86   66         5       0        1 org.apache.commons.math3.util.MultidimensionalCounterTest
  87   47         8       0        8 org.apache.commons.math3.util.TransformerMapTest
  88  348        19       1        1 org.apache.commons.math3.util.ResizableDoubleArrayTest
  89  398        41       0        1 org.apache.commons.math3.util.MathArraysTest
  90   41         4       1        2 org.apache.commons.math3.util.PairTest
  91    9         1       1        1 org.apache.commons.math3.util.ContinuedFractionTest
  92  157        19       0        2 org.apache.commons.math3.util.MathUtilsTest
  93  450        29       0        5 org.apache.commons.math3.util.ArithmeticUtilsTest
  94  177        23       0        4 org.apache.commons.math3.util.OpenIntToDoubleHashMapTest
  95  571        54       0        2 org.apache.commons.math3.util.FastMathTest
